시도,시군구,성별,총합계,D1(문화예술),D2(유학),D3(기술연수),D4(일반연수),D5(취재),D6(종교),D7(주재),D8(기업투자),D9(무역경영),D10(구직),E1(교수),E2(회화),E3(연구),E4(기술지도),E5(전문직업),E6(예술흥행),E7(특정활동),E8(계절근로),E9(비전문취업),E10(선원취업),F1(방문동거),F2(거주),F3(동반),F4(재외동포),F5(영주),F6(결혼이민),G1(기타),H1(관광취업),H2(방문취업),기타
서울특별시,구로구,남성,"26,010 ",,364 ,2 ,123 ,,2 ,5 ,50 ,4 ,48 ,1 ,15 ,5 ,,,10 ,109 ,,108 ,,498 ,799 ,342 ,"13,303 ","6,245 ",729 ,247 ,4 ,"2,880 ",117 
서울특별시,구로구,여성,"23,476 ",,650 ,4 ,98 ,,13 ,,19 ,,121 ,1 ,49 ,1 ,,,14 ,117 ,,28 ,,764 ,"1,381 ",678 ,"12,250 ","4,213 ","1,137 ",113 ,40 ,"1,732 ",53 
서울특별시,금천구,총계,"28,696 ",1 ,471 ,10 ,122 ,,2 ,7 ,50 ,8 ,140 ,3 ,34 ,3 ,,,13 ,236 ,,347 ,,705 ,"1,285 ",485 ,"14,742 ","6,001 ","1,271 ",125 ,54 ,"2,526 ",55 
서울특별시,금천구,남성,"14,735 ",,137 ,5 ,55 ,,2 ,5 ,38 ,3 ,45 ,,14 ,2 ,,,6 ,131 ,,302 ,,280 ,477 ,187 ,"7,459 ","3,543 ",432 ,82 ,12 ,"1,479 ",39 
서울특별시,금천구,여성,"13,961 ",1 ,334 ,5 ,67 ,,,2 ,12 ,5 ,95 ,3 ,20 ,1 ,,,7 ,105 ,,45 ,,425 ,808 ,298 ,"7,283 ","2,458 ",839 ,43 ,42 ,"1,047 ",16 
서울특별시,노원구,총계,"6,590 ",,"1,828 ",,760 ,1 ,7 ,,17 ,12 ,153 ,12 ,89 ,38 ,,1 ,3 ,78 ,,229 ,,139 ,145 ,125 ,"1,370 ",560 ,799 ,110 ,14 ,78 ,22 
서울특별시,노원구,남성,"2,678 ",,669 ,,353 ,1 ,4 ,,14 ,10 ,51 ,10 ,30 ,26 ,,1 ,2 ,40 ,,226 ,,61 ,55 ,48 ,554 ,216 ,180 ,71 ,3 ,41 ,12 
서울특별시,노원구,여성,"3,912 ",,"1,159 ",,407 ,,3 ,,3 ,2 ,102 ,2 ,59 ,12 ,,,1 ,38 ,,3 ,,78 ,90 ,77 ,816 ,344 ,619 ,39 ,11 ,37 ,10 
서울특별시,도봉구,총계,"4,297 ",,720 ,1 ,366 ,,4 ,,9 ,6 ,83 ,2 ,59 ,4 ,,,8 ,38 ,,180 ,,142 ,123 ,125 ,"1,166 ",405 ,642 ,98 ,12 ,79 ,25 
서울특별시,도봉구,남성,"1,601 ",,240 ,,88 ,,1 ,,7 ,2 ,25 ,2 ,18 ,4 ,,,2 ,17 ,,144 ,,50 ,48 ,70 ,494 ,163 ,122 ,54 ,3 ,33 ,14 
서울특별시,도봉구,여성,"2,696 ",,480 ,1 ,278 ,,3 ,,2 ,4 ,58 ,,41 ,,,,6 ,21 ,,36 ,,92 ,75 ,55 ,672 ,242 ,520 ,44 ,9 ,46 ,11 
서울특별시,동대문구,총계,"23,783 ",2 ,"11,726 ",2 ,"2,268 ",1 ,15 ,7 ,132 ,22 ,"1,042 ",48 ,120 ,106 ,,,45 ,292 ,,110 ,,254 ,629 ,434 ,"3,367 ","1,405 ",899 ,190 ,149 ,416 ,102 
서울특별시,동대문구,남성,"8,827 ",1 ,"3,855 ",,990 ,,8 ,4 ,85 ,14 ,297 ,27 ,43 ,84 ,,,15 ,117 ,,75 ,,105 ,239 ,162 ,"1,450 ",672 ,201 ,103 ,22 ,198 ,60 
서울특별시,동대문구,여성,"14,956 ",1 ,"7,871 ",2 ,"1,278 ",1 ,7 ,3 ,47 ,8 ,745 ,21 ,77 ,22 ,,,30 ,175 ,,35 ,,149 ,390 ,272 ,"1,917 ",733 ,698 ,87 ,127 ,218 ,42 
서울특별시,동작구,총계,"18,292 ",,"4,167 ",,"2,070 ",,6 ,4 ,34 ,4 ,497 ,19 ,78 ,53 ,,,32 ,224 ,,148 ,,225 ,603 ,173 ,"5,903 ","2,112 ",694 ,264 ,107 ,729 ,146 
서울특별시,동작구,남성,"7,497 ",,"1,283 ",,697 ,,6 ,4 ,25 ,2 ,135 ,12 ,28 ,38 ,,,11 ,102 ,,143 ,,87 ,232 ,62 ,"2,625 ","1,114 ",200 ,185 ,17 ,380 ,109 
서울특별시,동작구,여성,"10,795 ",,"2,884 ",,"1,373 ",,,,9 ,2 ,362 ,7 ,50 ,15 ,,,21 ,122 ,,5 ,,138 ,371 ,111 ,"3,278 ",998 ,494 ,79 ,90 ,349 ,37 
서울특별시,마포구,총계,"14,327 ",2 ,"3,601 ",,959 ,30 ,22 ,95 ,297 ,18 ,451 ,42 ,146 ,28 ,,,121 ,566 ,,36 ,,234 ,699 ,538 ,"2,829 ","1,466 ",843 ,68 ,435 ,183 ,618 
서울특별시,마포구,남성,"5,176 ",2 ,905 ,,230 ,21 ,17 ,71 ,239 ,9 ,70 ,31 ,60 ,24 ,,,52 ,277 ,,26 ,,111 ,269 ,180 ,"1,199 ",713 ,258 ,32 ,71 ,99 ,210 
서울특별시,마포구,여성,"9,151 ",,"2,696 ",,729 ,9 ,5 ,24 ,58 ,9 ,381 ,11 ,86 ,4 ,,,69 ,289 ,,10 ,,123 ,430 ,358 ,"1,630 ",753 ,585 ,36 ,364 ,84 ,408 
서울특별시,서대문구,총계,"18,525 ",1 ,"7,581 ",,"2,088 ",15 ,21 ,34 ,117 ,3 ,711 ,35 ,137 ,101 ,1 ,1 ,115 ,567 ,,24 ,,231 ,580 ,396 ,"2,282 ","1,921 ",736 ,88 ,430 ,146 ,163 
서울특별시,서대문구,남성,"5,794 ",,"1,686 ",,535 ,11 ,14 ,28 ,96 ,2 ,110 ,24 ,43 ,70 ,1 ,,56 ,217 ,,16 ,,89 ,217 ,158 ,976 ,941 ,227 ,46 ,71 ,68 ,92 
서울특별시,서대문구,여성,"12,731 ",1 ,"5,895 ",,"1,553 ",4 ,7 ,6 ,21 ,1 ,601 ,11 ,94 ,31 ,,1 ,59 ,350 ,,8 ,,142 ,363 ,238 ,"1,306 ",980 ,509 ,42 ,359 ,78 ,71 
서울특별시,서초구,총계,"9,297 ",2 ,352 ,,96 ,,8 ,20 ,251 ,7 ,94 ,14 ,231 ,12 ,,,84 ,627 ,,91 ,,186 ,379 ,660 ,"4,450 ",659 ,658 ,67 ,59 ,107 ,183 
서울특별시,서초구,남성,"4,274 ",,114 ,,35 ,,3 ,19 ,198 ,7 ,34 ,9 ,61 ,10 ,,,44 ,435 ,,83 ,,57 ,166 ,244 ,"1,976 ",312 ,268 ,36 ,10 ,54 ,99 
서울특별시,서초구,여성,"5,023 ",2 ,238 ,,61 ,,5 ,1 ,53 ,,60 ,5 ,170 ,2 ,,,40 ,192 ,,8 ,,129 ,213 ,416 ,"2,474 ",347 ,390 ,31 ,49 ,53 ,84 
서울특별시,성동구,총계,"11,254 ",,"3,071 ",1 ,753 ,,2 ,8 ,62 ,12 ,324 ,20 ,73 ,57 ,,,103 ,245 ,,237 ,1 ,191 ,431 ,226 ,"3,327 ",950 ,636 ,87 ,64 ,290 ,83 
서울특별시,성동구,남성,"4,868 ",,"1,138 ",1 ,282 ,,2 ,7 ,50 ,7 ,89 ,17 ,17 ,41 ,,,53 ,152 ,,203 ,1 ,91 ,168 ,88 ,"1,524 ",474 ,194 ,68 ,9 ,143 ,49 
서울특별시,성동구,여성,"6,386 ",,"1,933 ",,471 ,,,1 ,12 ,5 ,235 ,3 ,56 ,16 ,,,50 ,93 ,,34 ,,100 ,263 ,138 ,"1,803 ",476 ,442 ,19 ,55 ,147 ,34 
서울특별시,성북구,총계,"16,890 ",3 ,"7,827 ",,"1,687 ",3 ,61 ,2 ,66 ,20 ,643 ,43 ,104 ,81 ,,,21 ,197 ,,176 ,,307 ,425 ,296 ,"2,380 ",948 ,883 ,209 ,64 ,167 ,277 
서울특별시,성북구,남성,"6,337 ",1 ,"2,682 ",,623 ,3 ,32 ,1 ,46 ,11 ,193 ,30 ,33 ,61 ,,,8 ,88 ,,149 ,,104 ,163 ,131 ,956 ,452 ,224 ,120 ,11 ,77 ,138 
서울특별시,성북구,여성,"10,553 ",2 ,"5,145 ",,"1,064 ",,29 ,1 ,20 ,9 ,450 ,13 ,71 ,20 ,,,13 ,109 ,,27 ,,203 ,262 ,165 ,"1,424 ",496 ,659 ,89 ,53 ,90 ,139 
서울특별시,송파구,총계,"11,950 ",,380 ,2 ,133 ,,117 ,11 ,147 ,9 ,91 ,12 ,316 ,7 ,,,82 ,463 ,,144 ,,249 ,398 ,427 ,"5,631 ","1,530 ","1,105 ",102 ,55 ,497 ,42 
서울특별시,송파구,남성,"5,339 ",,199 ,1 ,62 ,,72 ,10 ,119 ,7 ,31 ,11 ,85 ,5 ,,,36 ,328 ,,119 ,,96 ,144 ,128 ,"2,513 ",706 ,290 ,58 ,14 ,279 ,26 
서울특별시,송파구,여성,"6,611 ",,181 ,1 ,71 ,,45 ,1 ,28 ,2 ,60 ,1 ,231 ,2 ,,,46 ,135 ,,25 ,,153 ,254 ,299 ,"3,118 ",824 ,815 ,44 ,41 ,218 ,16 
서울특별시,양천구,총계,"6,197 ",,169 ,4 ,73 ,,6 ,1 ,28 ,,50 ,3 ,140 ,3 ,,,13 ,54 ,,42 ,,200 ,226 ,74 ,"2,798 ","1,122 ",830 ,67 ,18 ,244 ,32 
서울특별시,양천구,남성,"2,555 ",,57 ,2 ,26 ,,3 ,1 ,18 ,,18 ,3 ,43 ,1 ,,,1 ,24 ,,35 ,,84 ,80 ,31 ,"1,216 ",517 ,198 ,35 ,4 ,135 ,23 
서울특별시,양천구,여성,"3,642 ",,112 ,2 ,47 ,,3 ,,10 ,,32 ,,97 ,2 ,,,12 ,30 ,,7 ,,116 ,146 ,43 ,"1,582 ",605 ,632 ,32 ,14 ,109 ,9 
서울특별시,영등포구,총계,"48,819 ",,"1,155 ",3 ,261 ,1 ,11 ,29 ,124 ,9 ,300 ,7 ,67 ,2 ,40 ,,37 ,445 ,,272 ,,"1,124 ","2,072 ",992 ,"25,594 ","9,818 ","1,563 ",259 ,163 ,"4,235 ",236 
서울특별시,영등포구,남성,"24,770 ",,351 ,1 ,92 ,1 ,8 ,26 ,89 ,7 ,82 ,5 ,15 ,2 ,40 ,,24 ,264 ,,260 ,,463 ,783 ,381 ,"12,730 ","5,840 ",571 ,180 ,38 ,"2,378 ",139 
서울특별시,영등포구,여성,"24,049 ",,804 ,2 ,169 ,,3 ,3 ,35 ,2 ,218 ,2 ,52 ,,,,13 ,181 ,,12 ,,661 ,"1,289 ",611 ,"12,864 ","3,978 ",992 ,79 ,125 ,"1,857 ",97 
서울특별시,용산구,총계,"16,524 ",,826 ,,363 ,26 ,48 ,113 ,624 ,69 ,151 ,56 ,250 ,10 ,,4 ,160 ,854 ,,56 ,,603 ,616 ,"1,648 ","3,776 ",969 ,800 ,771 ,111 ,124 ,"3,496 "
서울특별시,용산구,남성,"8,248 ",,216 ,,102 ,18 ,19 ,94 ,553 ,64 ,51 ,43 ,99 ,7 ,,4 ,64 ,610 ,,44 ,,171 ,306 ,585 ,"1,727 ",484 ,370 ,604 ,36 ,62 ,"1,915 "
서울특별시,용산구,여성,"8,276 ",,610 ,,261 ,8 ,29 ,19 ,71 ,5 ,100 ,13 ,151 ,3 ,,,96 ,244 ,,12 ,,432 ,310 ,"1,063 ","2,049 ",485 ,430 ,167 ,75 ,62 ,"1,581 "
서울특별시,은평구,총계,"6,753 ",,451 ,,275 ,3 ,6 ,5 ,39 ,5 ,96 ,14 ,76 ,3 ,,,12 ,192 ,1 ,40 ,,207 ,311 ,153 ,"2,241 ","1,228 ","1,074 ",47 ,43 ,170 ,61 
서울특별시,은평구,남성,"2,684 ",,159 ,,110 ,2 ,5 ,5 ,27 ,3 ,33 ,11 ,19 ,1 ,,,2 ,94 ,1 ,34 ,,82 ,127 ,67 ,940 ,562 ,272 ,17 ,3 ,74 ,34 
서울특별시,은평구,여성,"4,069 ",,292 ,,165 ,1 ,1 ,,12 ,2 ,63 ,3 ,57 ,2 ,,,10 ,98 ,,6 ,,125 ,184 ,86 ,"1,301 ",666 ,802 ,30 ,40 ,96 ,27 
서울특별시,종로구,총계,"14,300 ",3 ,"4,808 ",,"1,023 ",18 ,19 ,44 ,103 ,22 ,512 ,19 ,35 ,13 ,,,25 ,355 ,3 ,48 ,1 ,160 ,463 ,313 ,"2,829 ",690 ,488 ,140 ,77 ,278 ,"1,811 "
서울특별시,종로구,남성,"6,091 ",2 ,"1,632 ",,541 ,8 ,8 ,24 ,78 ,13 ,160 ,17 ,18 ,7 ,,,8 ,254 ,3 ,32 ,1 ,58 ,200 ,109 ,"1,202 ",332 ,182 ,82 ,20 ,125 ,975 
서울특별시,종로구,여성,"8,209 ",1 ,"3,176 ",,482 ,10 ,11 ,20 ,25 ,9 ,352 ,2 ,17 ,6 ,,,17 ,101 ,,16 ,,102 ,263 ,204 ,"1,627 ",358 ,306 ,58 ,57 ,153 ,836 
서울특별시,중구,총계,"13,748 ",1 ,"2,217 ",,"1,025 ",14 ,25 ,83 ,269 ,38 ,336 ,20 ,35 ,9 ,,,31 ,313 ,,79 ,,248 ,999 ,401 ,"3,381 ","1,182 ",452 ,312 ,60 ,425 ,"1,793 "
서울특별시,중구,남성,"6,296 ",1 ,764 ,,524 ,8 ,9 ,52 ,204 ,17 ,95 ,17 ,16 ,6 ,,,19 ,211 ,,53 ,,102 ,482 ,147 ,"1,486 ",623 ,139 ,171 ,13 ,202 ,935 
서울특별시,중구,여성,"7,452 ",,"1,453 ",,501 ,6 ,16 ,31 ,65 ,21 ,241 ,3 ,19 ,3 ,,,12 ,102 ,,26 ,,146 ,517 ,254 ,"1,895 ",559 ,313 ,141 ,47 ,223 ,858 
서울특별시,중랑구,총계,"9,160 ",,"1,973 ",,517 ,,6 ,13 ,29 ,29 ,289 ,5 ,38 ,11 ,,,16 ,108 ,,81 ,,244 ,424 ,510 ,"2,252 ",975 ,973 ,321 ,18 ,279 ,49 
서울특별시,중랑구,남성,"3,931 ",,911 ,,248 ,,3 ,11 ,20 ,10 ,101 ,5 ,8 ,4 ,,,8 ,58 ,,56 ,,100 ,171 ,278 ,995 ,425 ,167 ,173 ,3 ,147 ,29 
서울특별시,중랑구,여성,"5,229 ",,"1,062 ",,269 ,,3 ,2 ,9 ,19 ,188 ,,30 ,7 ,,,8 ,50 ,,25 ,,144 ,253 ,232 ,"1,257 ",550 ,806 ,148 ,15 ,132 ,20 
세종특별자치시,총계,총계,"8,155 ",,"1,292 ",1 ,372 ,,3 ,2 ,12 ,7 ,67 ,11 ,168 ,9 ,,,4 ,316 ,23 ,"1,913 ",,302 ,136 ,218 ,"1,397 ",586 ,796 ,300 ,4 ,174 ,42 
세종특별자치시, ,총계,"8,155 ",,"1,292 ",1 ,372 ,,3 ,2 ,12 ,7 ,67 ,11 ,168 ,9 ,,,4 ,316 ,23 ,"1,913 ",,302 ,136 ,218 ,"1,397 ",586 ,796 ,300 ,4 ,174 ,42 
세종특별자치시, ,남성,"4,936 ",,718 ,1 ,280 ,,3 ,2 ,11 ,7 ,25 ,6 ,59 ,8 ,,,3 ,294 ,16 ,"1,788 ",,114 ,57 ,70 ,695 ,263 ,156 ,227 ,,97 ,36 
세종특별자치시, ,여성,"3,219 ",,574 ,,92 ,,,,1 ,,42 ,5 ,109 ,1 ,,,1 ,22 ,7 ,125 ,,188 ,79 ,148 ,702 ,323 ,640 ,73 ,4 ,77 ,6 
울산광역시,총계,총계,"36,836 ",1 ,"1,409 ",24 ,600 ,,27 ,32 ,54 ,339 ,394 ,18 ,223 ,138 ,,,53 ,"5,450 ",,"8,149 ",409 ,"1,348 ","1,048 ","1,741 ","6,595 ","3,380 ","3,082 ","1,487 ",17 ,654 ,164 
울산광역시,남구,총계,"6,564 ",1 ,848 ,2 ,442 ,,6 ,1 ,26 ,60 ,110 ,5 ,142 ,44 ,,,22 ,162 ,,375 ,50 ,246 ,220 ,197 ,"1,590 ",837 ,713 ,257 ,3 ,186 ,19 
울산광역시,남구,남성,"3,474 ",,497 ,2 ,255 ,,2 ,1 ,21 ,60 ,64 ,4 ,51 ,34 ,,,6 ,152 ,,368 ,50 ,91 ,94 ,63 ,851 ,415 ,100 ,170 ,,109 ,14 
울산광역시,남구,여성,"3,090 ",1 ,351 ,,187 ,,4 ,,5 ,,46 ,1 ,91 ,10 ,,,16 ,10 ,,7 ,,155 ,126 ,134 ,739 ,422 ,613 ,87 ,3 ,77 ,5 
울산광역시,동구,총계,"12,218 ",,99 ,3 ,71 ,,5 ,31 ,13 ,275 ,174 ,,22 ,1 ,,,18 ,"3,997 ",,"2,863 ",247 ,304 ,298 ,937 ,"1,060 ",519 ,539 ,624 ,1 ,78 ,39 
울산광역시,동구,남성,"9,695 ",,64 ,3 ,48 ,,5 ,29 ,11 ,261 ,146 ,,3 ,1 ,,,11 ,"3,968 ",,"2,788 ",247 ,113 ,129 ,205 ,638 ,300 ,99 ,547 ,,44 ,35 
울산광역시,동구,여성,"2,523 ",,35 ,,23 ,,,2 ,2 ,14 ,28 ,,19 ,,,,7 ,29 ,,75 ,,191 ,169 ,732 ,422 ,219 ,440 ,77 ,1 ,34 ,4 
울산광역시,북구,총계,"3,446 ",,12 ,,4 ,,6 ,,3 ,1 ,12 ,,25 ,,,,,200 ,,"1,126 ",106 ,224 ,76 ,106 ,451 ,353 ,594 ,82 ,3 ,46 ,16 
울산광역시,북구,남성,"2,090 ",,6 ,,2 ,,4 ,,2 ,1 ,6 ,,6 ,,,,,194 ,,"1,052 ",106 ,88 ,25 ,16 ,204 ,176 ,103 ,61 ,,24 ,14 
울산광역시,북구,여성,"1,356 ",,6 ,,2 ,,2 ,,1 ,,6 ,,19 ,,,,,6 ,,74 ,,136 ,51 ,90 ,247 ,177 ,491 ,21 ,3 ,22 ,2 
울산광역시,울주군,총계,"11,906 ",,416 ,19 ,60 ,,9 ,,7 ,1 ,83 ,12 ,11 ,92 ,,,5 ,"1,057 ",,"3,577 ",3 ,369 ,368 ,438 ,"2,639 ","1,213 ",745 ,433 ,6 ,274 ,69 
울산광역시,울주군,남성,"8,294 ",,255 ,19 ,37 ,,7 ,,5 ,1 ,62 ,11 ,3 ,72 ,,,4 ,"1,045 ",,"3,416 ",3 ,132 ,133 ,125 ,"1,510 ",713 ,147 ,365 ,1 ,166 ,62 
울산광역시,울주군,여성,"3,612 ",,161 ,,23 ,,2 ,,2 ,,21 ,1 ,8 ,20 ,,,1 ,12 ,,161 ,,237 ,235 ,313 ,"1,129 ",500 ,598 ,68 ,5 ,108 ,7 
울산광역시,중구,총계,"2,702 ",,34 ,,23 ,,1 ,,5 ,2 ,15 ,1 ,23 ,1 ,,,8 ,34 ,,208 ,3 ,205 ,86 ,63 ,855 ,458 ,491 ,91 ,4 ,70 ,21 
울산광역시,중구,남성,"1,253 ",,14 ,,14 ,,1 ,,4 ,2 ,10 ,1 ,9 ,,,,3 ,33 ,,164 ,3 ,76 ,24 ,19 ,430 ,235 ,80 ,73 ,1 ,42 ,15 
울산광역시,중구,여성,"1,449 ",,20 ,,9 ,,,,1 ,,5 ,,14 ,1 ,,,5 ,1 ,,44 ,,129 ,62 ,44 ,425 ,223 ,411 ,18 ,3 ,28 ,6 
인천광역시,총계,총계,"141,941 ",4 ,"7,164 ",33 ,"2,204 ",,70 ,65 ,"1,439 ",222 ,919 ,125 ,516 ,104 ,130 ,11 ,119 ,"3,212 ",15 ,"14,771 ",288 ,"5,381 ","6,616 ","6,949 ","46,034 ","22,293 ","11,869 ","5,265 ",95 ,"4,741 ","1,287 "
인천광역시,강화군,총계,"1,547 ",,27 ,,3 ,,8 ,,2 ,,2 ,,16 ,,,,,93 ,,707 ,1 ,46 ,25 ,51 ,258 ,73 ,167 ,42 ,1 ,18 ,7 
인천광역시,강화군,남성,"1,031 ",,22 ,,1 ,,6 ,,2 ,,1 ,,4 ,,,,,91 ,,641 ,1 ,23 ,14 ,12 ,115 ,25 ,19 ,39 ,,9 ,6 
인천광역시,강화군,여성,516 ,,5 ,,2 ,,2 ,,,,1 ,,12 ,,,,,2 ,,66 ,,23 ,11 ,39 ,143 ,48 ,148 ,3 ,1 ,9 ,1 
인천광역시,계양구,총계,"5,457 ",,415 ,1 ,148 ,,4 ,2 ,12 ,9 ,56 ,1 ,20 ,1 ,,,3 ,138 ,2 ,521 ,,243 ,172 ,195 ,"1,525 ",854 ,793 ,140 ,7 ,174 ,21 
인천광역시,계양구,남성,"2,446 ",,97 ,,61 ,,2 ,2 ,8 ,5 ,18 ,1 ,3 ,1 ,,,2 ,120 ,1 ,483 ,,84 ,75 ,85 ,675 ,390 ,141 ,76 ,,98 ,18 
인천광역시,계양구,여성,"3,011 ",,318 ,1 ,87 ,,2 ,,4 ,4 ,38 ,,17 ,,,,1 ,18 ,1 ,38 ,,159 ,97 ,110 ,850 ,464 ,652 ,64 ,7 ,76 ,3 
인천광역시,남동구,총계,"19,527 ",1 ,439 ,8 ,166 ,,17 ,3 ,40 ,13 ,119 ,2 ,56 ,5 ,2 ,,6 ,793 ,,"4,498 ",38 ,614 ,807 ,686 ,"5,532 ","3,002 ","1,790 ",272 ,12 ,525 ,81 
인천광역시,남동구,남성,"11,506 ",,165 ,7 ,90 ,,12 ,3 ,31 ,7 ,39 ,2 ,18 ,4 ,2 ,,2 ,755 ,,"4,336 ",38 ,241 ,358 ,236 ,"2,575 ","1,610 ",423 ,195 ,5 ,290 ,62 
인천광역시,남동구,여성,"8,021 ",1 ,274 ,1 ,76 ,,5 ,,9 ,6 ,80 ,,38 ,1 ,,,4 ,38 ,,162 ,,373 ,449 ,450 ,"2,957 ","1,392 ","1,367 ",77 ,7 ,235 ,19 
인천광역시,동구,총계,"1,566 ",,14 ,1 ,3 ,,11 ,,6 ,2 ,1 ,,2 ,,,,,39 ,,234 ,5 ,70 ,82 ,53 ,489 ,309 ,178 ,12 ,,49 ,6 
인천광역시,동구,남성,825 ,,6 ,1 ,1 ,,11 ,,5 ,1 ,1 ,,1 ,,,,,39 ,,230 ,5 ,25 ,27 ,20 ,214 ,160 ,34 ,10 ,,30 ,4 
인천광역시,동구,여성,741 ,,8 ,,2 ,,,,1 ,1 ,,,1 ,,,,,,,4 ,,45 ,55 ,33 ,275 ,149 ,144 ,2 ,,19 ,2 
인천광역시,미추홀구,총계,"20,968 ",3 ,"2,959 ",8 ,765 ,,4 ,2 ,144 ,29 ,293 ,6 ,29 ,40 ,,,6 ,213 ,,786 ,140 ,836 ,"1,039 ",901 ,"6,151 ","3,676 ","1,786 ",514 ,18 ,553 ,67 
인천광역시,미추홀구,남성,"10,274 ",1 ,"1,522 ",2 ,352 ,,2 ,1 ,123 ,24 ,121 ,5 ,7 ,31 ,,,2 ,183 ,,719 ,140 ,344 ,464 ,356 ,"2,762 ","2,011 ",426 ,319 ,7 ,301 ,49 
인천광역시,미추홀구,여성,"10,694 ",2 ,"1,437 ",6 ,413 ,,2 ,1 ,21 ,5 ,172 ,1 ,22 ,9 ,,,4 ,30 ,,67 ,,492 ,575 ,545 ,"3,389 ","1,665 ","1,360 ",195 ,11 ,252 ,18 
인천광역시,부평구,총계,"31,139 ",,664 ,3 ,238 ,,6 ,2 ,37 ,15 ,142 ,2 ,41 ,3 ,,,16 ,160 ,8 ,578 ,3 ,977 ,"1,842 ",668 ,"12,950 ","8,331 ","2,344 ",677 ,16 ,"1,330 ",86 
인천광역시,부평구,남성,"15,269 ",,239 ,1 ,117 ,,6 ,1 ,28 ,9 ,60 ,2 ,14 ,3 ,,,7 ,126 ,4 ,526 ,3 ,434 ,773 ,255 ,"5,974 ","4,650 ",777 ,465 ,5 ,728 ,62 
인천광역시,부평구,여성,"15,870 ",,425 ,2 ,121 ,,,1 ,9 ,6 ,82 ,,27 ,,,,9 ,34 ,4 ,52 ,,543 ,"1,069 ",413 ,"6,976 ","3,681 ","1,567 ",212 ,11 ,602 ,24 
인천광역시,서구,총계,"22,067 ",,351 ,12 ,94 ,,7 ,2 ,160 ,37 ,106 ,3 ,108 ,4 ,,7 ,32 ,967 ,2 ,"5,790 ",,747 ,829 ,949 ,"5,230 ","2,505 ","2,535 ",930 ,24 ,485 ,151 
인천광역시,서구,남성,"13,359 ",,157 ,10 ,43 ,,4 ,2 ,134 ,30 ,46 ,3 ,33 ,3 ,,7 ,18 ,900 ,2 ,"5,602 ",,287 ,376 ,315 ,"2,415 ","1,254 ",569 ,747 ,2 ,272 ,128 
인천광역시,서구,여성,"8,708 ",,194 ,2 ,51 ,,3 ,,26 ,7 ,60 ,,75 ,1 ,,,14 ,67 ,,188 ,,460 ,453 ,634 ,"2,815 ","1,251 ","1,966 ",183 ,22 ,213 ,23 
인천광역시,연수구,총계,"30,661 ",,"2,144 ",,760 ,,7 ,10 ,935 ,101 ,146 ,108 ,196 ,47 ,1 ,2 ,14 ,523 ,1 ,663 ,23 ,"1,556 ","1,096 ","3,160 ","11,327 ","1,899 ","1,272 ","2,474 ",8 ,"1,356 ",832 
인천광역시,연수구,남성,"15,960 ",,915 ,,543 ,,3 ,9 ,882 ,93 ,73 ,77 ,62 ,31 ,1 ,2 ,12 ,383 ,1 ,614 ,23 ,688 ,532 ,"1,328 ","5,367 ",968 ,364 ,"1,818 ",2 ,715 ,454 
인천광역시,연수구,여성,"14,701 ",,"1,229 ",,217 ,,4 ,1 ,53 ,8 ,73 ,31 ,134 ,16 ,,,2 ,140 ,,49 ,,868 ,564 ,"1,832 ","5,960 ",931 ,908 ,656 ,6 ,641 ,378 
인천광역시,옹진군,총계,785 ,,,,,,,,,,,,5 ,,,,,5 ,,632 ,,10 ,3 ,2 ,60 ,12 ,34 ,2 ,,9 ,11 
인천광역시,옹진군,남성,697 ,,,,,,,,,,,,2 ,,,,,5 ,,632 ,,3 ,2 ,,24 ,8 ,2 ,2 ,,6 ,11 
인천광역시,옹진군,여성,88 ,,,,,,,,,,,,3 ,,,,,,,,,7 ,1 ,2 ,36 ,4 ,32 ,,,3 ,0 
인천광역시,중구,총계,"8,224 ",,151 ,,27 ,,6 ,44 ,103 ,16 ,54 ,3 ,43 ,4 ,127 ,2 ,42 ,281 ,2 ,362 ,78 ,282 ,721 ,284 ,"2,512 ","1,632 ",970 ,202 ,9 ,242 ,25 
인천광역시,중구,남성,"4,023 ",,73 ,,13 ,,4 ,41 ,93 ,10 ,29 ,2 ,11 ,4 ,125 ,2 ,12 ,211 ,2 ,353 ,78 ,119 ,349 ,95 ,"1,113 ",827 ,186 ,122 ,1 ,127 ,21 
인천광역시,중구,여성,"4,201 ",,78 ,,14 ,,2 ,3 ,10 ,6 ,25 ,1 ,32 ,,2 ,,30 ,70 ,,9 ,,163 ,372 ,189 ,"1,399 ",805 ,784 ,80 ,8 ,115 ,4 
전라남도,총계,총계,"70,363 ",,"4,264 ",5 ,"1,817 ",,59 ,22 ,233 ,191 ,613 ,16 ,400 ,83 ,,,31 ,"4,008 ","9,781 ","24,645 ","3,903 ","2,699 ",772 ,"2,034 ","4,018 ","2,187 ","6,037 ","1,799 ",13 ,460 ,273 
전라남도,강진군,총계,781 ,,2 ,,7 ,,,,,,,,9 ,,,,,28 ,99 ,326 ,,50 ,5 ,9 ,66 ,36 ,122 ,14 ,1 ,6 ,1 
전라남도,강진군,남성,437 ,,,,2 ,,,,,,,,2 ,,,,,26 ,57 ,266 ,,18 ,1 ,5 ,30 ,8 ,9 ,11 ,,2 ,0 
