시도,시군구,성별,총합계,D1(문화예술),D2(유학),D3(기술연수),D4(일반연수),D5(취재),D6(종교),D7(주재),D8(기업투자),D9(무역경영),D10(구직),E1(교수),E2(회화),E3(연구),E4(기술지도),E5(전문직업),E6(예술흥행),E7(특정활동),E8(계절근로),E9(비전문취업),E10(선원취업),F1(방문동거),F2(거주),F3(동반),F4(재외동포),F5(영주),F6(결혼이민),G1(기타),H1(관광취업),H2(방문취업),기타
경상남도,산청군,남성,622 ,,,,,,4 ,,,,1 ,,1 ,,,,,57 ,101 ,334 ,,19 ,29 ,13 ,32 ,7 ,7 ,9 ,,5 ,3 
경상남도,산청군,여성,765 ,,,,,,1 ,,,,,,3 ,,,,,11 ,213 ,316 ,,31 ,4 ,39 ,54 ,11 ,76 ,1 ,,5 ,0 
경상남도,양산시,총계,"11,382 ",,655 ,48 ,167 ,,5 ,,31 ,7 ,97 ,,64 ,7 ,,,2 ,691 ,11 ,"3,726 ",,407 ,232 ,632 ,"1,670 ",675 ,"1,319 ",701 ,1 ,164 ,70 
경상남도,양산시,남성,"7,442 ",,444 ,46 ,99 ,,4 ,,29 ,7 ,41 ,,16 ,4 ,,,,672 ,1 ,"3,530 ",,152 ,115 ,184 ,840 ,318 ,257 ,530 ,,96 ,57 
경상남도,양산시,여성,"3,940 ",,211 ,2 ,68 ,,1 ,,2 ,,56 ,,48 ,3 ,,,2 ,19 ,10 ,196 ,,255 ,117 ,448 ,830 ,357 ,"1,062 ",171 ,1 ,68 ,13 
경상남도,의령군,총계,"1,156 ",,2 ,,,,,,1 ,,9 ,,5 ,,,,,100 ,214 ,485 ,,35 ,31 ,78 ,66 ,31 ,69 ,15 ,,9 ,6 
경상남도,의령군,남성,777 ,,,,,,,,1 ,,7 ,,2 ,,,,,97 ,122 ,406 ,,12 ,22 ,17 ,42 ,14 ,10 ,15 ,,6 ,4 
경상남도,의령군,여성,379 ,,2 ,,,,,,,,2 ,,3 ,,,,,3 ,92 ,79 ,,23 ,9 ,61 ,24 ,17 ,59 ,,,3 ,2 
경상남도,진주시,총계,"7,712 ",,782 ,3 ,348 ,,10 ,9 ,12 ,4 ,65 ,12 ,63 ,78 ,5 ,,24 ,363 ,"1,241 ","2,035 ",2 ,359 ,103 ,373 ,443 ,270 ,891 ,142 ,4 ,38 ,33 
경상남도,진주시,남성,"4,621 ",,372 ,3 ,224 ,,10 ,9 ,8 ,4 ,36 ,9 ,28 ,57 ,5 ,,8 ,354 ,683 ,"1,818 ",2 ,130 ,45 ,113 ,235 ,106 ,206 ,109 ,,20 ,27 
경상남도,진주시,여성,"3,091 ",,410 ,,124 ,,,,4 ,,29 ,3 ,35 ,21 ,,,16 ,9 ,558 ,217 ,,229 ,58 ,260 ,208 ,164 ,685 ,33 ,4 ,18 ,6 
경상남도,창녕군,총계,"4,320 ",,19 ,7 ,5 ,,,,2 ,2 ,15 ,,8 ,,,,,288 ,456 ,"1,601 ",,134 ,53 ,233 ,649 ,62 ,250 ,398 ,,98 ,40 
경상남도,창녕군,남성,"2,981 ",,15 ,6 ,3 ,,,,2 ,2 ,11 ,,1 ,,,,,275 ,283 ,"1,440 ",,59 ,28 ,81 ,340 ,28 ,48 ,268 ,,59 ,32 
경상남도,창녕군,여성,"1,339 ",,4 ,1 ,2 ,,,,,,4 ,,7 ,,,,,13 ,173 ,161 ,,75 ,25 ,152 ,309 ,34 ,202 ,130 ,,39 ,8 
경상남도,창원시 마산합포구,총계,"2,983 ",,579 ,1 ,38 ,,13 ,,6 ,1 ,22 ,,25 ,1 ,,,2 ,147 ,4 ,741 ,197 ,151 ,53 ,83 ,300 ,184 ,359 ,31 ,2 ,29 ,14 
경상남도,창원시 마산합포구,남성,"1,835 ",,332 ,1 ,22 ,,7 ,,6 ,1 ,13 ,,7 ,,,,,141 ,4 ,682 ,197 ,62 ,27 ,26 ,137 ,75 ,45 ,25 ,,18 ,7 
경상남도,창원시 마산합포구,여성,"1,148 ",,247 ,,16 ,,6 ,,,,9 ,,18 ,1 ,,,2 ,6 ,,59 ,,89 ,26 ,57 ,163 ,109 ,314 ,6 ,2 ,11 ,7 
경상남도,창원시 마산회원구,총계,"3,368 ",,511 ,2 ,262 ,,,,4 ,,45 ,1 ,7 ,,,,2 ,160 ,1 ,737 ,,159 ,83 ,173 ,436 ,285 ,364 ,49 ,,63 ,24 
경상남도,창원시 마산회원구,남성,"1,976 ",,271 ,1 ,143 ,,,,2 ,,18 ,1 ,1 ,,,,1 ,151 ,,699 ,,54 ,34 ,51 ,235 ,147 ,68 ,43 ,,38 ,18 
경상남도,창원시 마산회원구,여성,"1,392 ",,240 ,1 ,119 ,,,,2 ,,27 ,,6 ,,,,1 ,9 ,1 ,38 ,,105 ,49 ,122 ,201 ,138 ,296 ,6 ,,25 ,6 
경상남도,창원시 성산구,총계,"5,637 ",,167 ,28 ,130 ,,5 ,7 ,20 ,5 ,65 ,1 ,76 ,12 ,2 ,,44 ,525 ,7 ,"1,611 ",,187 ,151 ,307 ,889 ,521 ,554 ,185 ,3 ,88 ,47 
경상남도,창원시 성산구,남성,"3,715 ",,65 ,27 ,99 ,,3 ,7 ,19 ,4 ,28 ,1 ,27 ,9 ,2 ,,11 ,517 ,4 ,"1,573 ",,67 ,77 ,88 ,481 ,259 ,136 ,116 ,,51 ,44 
경상남도,창원시 성산구,여성,"1,922 ",,102 ,1 ,31 ,,2 ,,1 ,1 ,37 ,,49 ,3 ,,,33 ,8 ,3 ,38 ,,120 ,74 ,219 ,408 ,262 ,418 ,69 ,3 ,37 ,3 
경상남도,창원시 의창구,총계,"4,611 ",,445 ,5 ,96 ,,5 ,,5 ,4 ,98 ,1 ,34 ,12 ,,,1 ,303 ,112 ,"1,080 ",2 ,199 ,186 ,283 ,611 ,419 ,547 ,71 ,1 ,70 ,21 
경상남도,창원시 의창구,남성,"2,682 ",,207 ,4 ,44 ,,,,5 ,3 ,38 ,1 ,8 ,10 ,,,,295 ,70 ,"1,002 ",2 ,71 ,85 ,101 ,306 ,196 ,124 ,57 ,1 ,34 ,18 
경상남도,창원시 의창구,여성,"1,929 ",,238 ,1 ,52 ,,5 ,,,1 ,60 ,,26 ,2 ,,,1 ,8 ,42 ,78 ,,128 ,101 ,182 ,305 ,223 ,423 ,14 ,,36 ,3 
경상남도,창원시 진해구,총계,"6,530 ",,121 ,10 ,7 ,,5 ,2 ,11 ,9 ,46 ,1 ,16 ,1 ,,,1 ,566 ,,"1,922 ",,245 ,204 ,466 ,"1,104 ",507 ,666 ,154 ,2 ,97 ,367 
경상남도,창원시 진해구,남성,"4,300 ",,80 ,8 ,1 ,,5 ,2 ,9 ,8 ,28 ,1 ,6 ,,,,,543 ,,"1,854 ",,86 ,93 ,158 ,573 ,274 ,167 ,131 ,,52 ,221 
경상남도,창원시 진해구,여성,"2,230 ",,41 ,2 ,6 ,,,,2 ,1 ,18 ,,10 ,1 ,,,1 ,23 ,,68 ,,159 ,111 ,308 ,531 ,233 ,499 ,23 ,2 ,45 ,146 
경상남도,통영시,총계,"5,719 ",,25 ,,7 ,,5 ,,,,41 ,,13 ,,,,,287 ,420 ,"2,061 ","1,650 ",132 ,27 ,57 ,374 ,144 ,343 ,83 ,,32 ,18 
경상남도,통영시,남성,"4,709 ",,10 ,,7 ,,5 ,,,,37 ,,1 ,,,,,278 ,228 ,"1,988 ","1,650 ",53 ,4 ,17 ,196 ,63 ,67 ,71 ,,18 ,16 
경상남도,통영시,여성,"1,010 ",,15 ,,,,,,,,4 ,,12 ,,,,,9 ,192 ,73 ,,79 ,23 ,40 ,178 ,81 ,276 ,12 ,,14 ,2 
경상남도,하동군,총계,"1,189 ",,2 ,,,,,,,9 ,,,10 ,,,,,49 ,547 ,305 ,,58 ,3 ,15 ,58 ,25 ,94 ,4 ,,7 ,3 
경상남도,하동군,남성,603 ,,1 ,,,,,,,9 ,,,,,,,,44 ,279 ,196 ,,23 ,,3 ,26 ,5 ,3 ,4 ,,7 ,3 
경상남도,하동군,여성,586 ,,1 ,,,,,,,,,,10 ,,,,,5 ,268 ,109 ,,35 ,3 ,12 ,32 ,20 ,91 ,,,,0 
경상남도,함안군,총계,"5,519 ",,30 ,6 ,4 ,,3 ,,17 ,,23 ,,7 ,,,,7 ,652 ,211 ,"3,070 ",,102 ,124 ,307 ,254 ,153 ,259 ,208 ,,24 ,58 
경상남도,함안군,남성,"4,559 ",,14 ,5 ,1 ,,,,14 ,,9 ,,,,,,7 ,644 ,128 ,"2,992 ",,39 ,88 ,76 ,152 ,72 ,74 ,176 ,,15 ,53 
경상남도,함안군,여성,960 ,,16 ,1 ,3 ,,3 ,,3 ,,14 ,,7 ,,,,,8 ,83 ,78 ,,63 ,36 ,231 ,102 ,81 ,185 ,32 ,,9 ,5 
경상남도,함양군,총계,660 ,,,1 ,1 ,,,,,,,,10 ,1 ,,,,29 ,124 ,195 ,,43 ,2 ,21 ,78 ,35 ,93 ,22 ,,4 ,1 
경상남도,함양군,남성,361 ,,,1 ,,,,,,,,,2 ,1 ,,,,26 ,46 ,191 ,,15 ,,4 ,41 ,8 ,8 ,15 ,,2 ,1 
경상남도,함양군,여성,299 ,,,,1 ,,,,,,,,8 ,,,,,3 ,78 ,4 ,,28 ,2 ,17 ,37 ,27 ,85 ,7 ,,2 ,0 
경상남도,합천군,총계,"1,174 ",,2 ,,1 ,,5 ,,1 ,,1 ,,10 ,,,,1 ,60 ,218 ,526 ,,45 ,10 ,39 ,56 ,44 ,133 ,15 ,1 ,4 ,2 
경상남도,합천군,남성,703 ,,1 ,,1 ,,3 ,,1 ,,1 ,,1 ,,,,1 ,53 ,96 ,440 ,,14 ,4 ,12 ,36 ,12 ,7 ,14 ,,4 ,2 
경상남도,합천군,여성,471 ,,1 ,,,,2 ,,,,,,9 ,,,,,7 ,122 ,86 ,,31 ,6 ,27 ,20 ,32 ,126 ,1 ,1 ,,0 
경상북도,총계,총계,"98,849 ",1 ,"17,052 ",72 ,"5,653 ",,77 ,6 ,216 ,113 ,"1,521 ",209 ,401 ,179 ,2 ,,109 ,"4,100 ","3,306 ","23,662 ","2,947 ","3,752 ","2,136 ","4,263 ","11,103 ","3,619 ","7,670 ","4,233 ",38 ,"1,227 ","1,182 "
경상북도,경산시,총계,"23,290 ",,"11,813 ",4 ,"2,814 ",,12 ,1 ,50 ,45 ,830 ,169 ,37 ,31 ,,,5 ,572 ,7 ,"2,530 ",1 ,401 ,321 ,917 ,758 ,445 ,821 ,497 ,2 ,75 ,132 
경상북도,경산시,남성,"14,282 ",,"6,969 ",2 ,"1,707 ",,5 ,1 ,39 ,36 ,453 ,132 ,23 ,22 ,,,4 ,547 ,3 ,"2,347 ",1 ,148 ,144 ,290 ,397 ,250 ,188 ,418 ,1 ,40 ,115 
경상북도,경산시,여성,"9,008 ",,"4,844 ",2 ,"1,107 ",,7 ,,11 ,9 ,377 ,37 ,14 ,9 ,,,1 ,25 ,4 ,183 ,,253 ,177 ,627 ,361 ,195 ,633 ,79 ,1 ,35 ,17 
경상북도,경주시,총계,"21,343 ",1 ,"1,880 ",14 ,681 ,,12 ,,18 ,4 ,219 ,3 ,35 ,2 ,,,18 ,789 ,334 ,"4,375 ",438 ,995 ,319 ,994 ,"5,703 ",808 ,994 ,"1,839 ",3 ,749 ,116 
경상북도,경주시,남성,"13,642 ",,"1,006 ",14 ,456 ,,6 ,,13 ,1 ,94 ,3 ,15 ,,,,6 ,771 ,180 ,"4,070 ",438 ,450 ,124 ,394 ,"2,977 ",447 ,222 ,"1,436 ",,421 ,98 
경상북도,경주시,여성,"7,701 ",1 ,874 ,,225 ,,6 ,,5 ,3 ,125 ,,20 ,2 ,,,12 ,18 ,154 ,305 ,,545 ,195 ,600 ,"2,726 ",361 ,772 ,403 ,3 ,328 ,18 
경상북도,고령군,총계,"2,851 ",,20 ,,17 ,,,,4 ,,1 ,,2 ,,,,,233 ,396 ,"1,558 ",,58 ,76 ,127 ,109 ,69 ,125 ,30 ,,17 ,9 
경상북도,고령군,남성,"2,135 ",,11 ,,15 ,,,,4 ,,1 ,,2 ,,,,,230 ,143 ,"1,475 ",,24 ,42 ,35 ,60 ,37 ,12 ,26 ,,11 ,7 
경상북도,고령군,여성,716 ,,9 ,,2 ,,,,,,,,,,,,,3 ,253 ,83 ,,34 ,34 ,92 ,49 ,32 ,113 ,4 ,,6 ,2 
경상북도,구미시,총계,"8,641 ",,"1,388 ",36 ,206 ,,9 ,3 ,48 ,48 ,134 ,1 ,82 ,33 ,,,11 ,423 ,57 ,"2,009 ",,350 ,243 ,378 ,"1,016 ",627 ,"1,118 ",252 ,1 ,117 ,51 
경상북도,구미시,남성,"4,924 ",,706 ,15 ,139 ,,7 ,3 ,42 ,46 ,65 ,1 ,27 ,28 ,,,2 ,406 ,36 ,"1,801 ",,116 ,104 ,95 ,519 ,286 ,186 ,180 ,,70 ,44 
경상북도,구미시,여성,"3,717 ",,682 ,21 ,67 ,,2 ,,6 ,2 ,69 ,,55 ,5 ,,,9 ,17 ,21 ,208 ,,234 ,139 ,283 ,497 ,341 ,932 ,72 ,1 ,47 ,7 
경상북도,김천시,총계,"4,710 ",,482 ,4 ,681 ,,5 ,,15 ,3 ,90 ,,20 ,2 ,,,3 ,246 ,89 ,"1,566 ",,149 ,82 ,187 ,333 ,137 ,370 ,187 ,,26 ,33 
경상북도,김천시,남성,"3,036 ",,275 ,,421 ,,4 ,,14 ,1 ,41 ,,6 ,1 ,,,,233 ,60 ,"1,366 ",,52 ,45 ,47 ,167 ,67 ,56 ,130 ,,18 ,32 
경상북도,김천시,여성,"1,674 ",,207 ,4 ,260 ,,1 ,,1 ,2 ,49 ,,14 ,1 ,,,3 ,13 ,29 ,200 ,,97 ,37 ,140 ,166 ,70 ,314 ,57 ,,8 ,1 
경상북도,문경시,총계,"1,331 ",,25 ,,30 ,,,,2 ,,4 ,,9 ,,,,1 ,51 ,158 ,366 ,,82 ,25 ,44 ,209 ,72 ,178 ,44 ,1 ,27 ,3 
경상북도,문경시,남성,740 ,,22 ,,19 ,,,,1 ,,4 ,,2 ,,,,1 ,45 ,98 ,282 ,,32 ,18 ,13 ,102 ,37 ,16 ,34 ,,11 ,3 
경상북도,문경시,여성,591 ,,3 ,,11 ,,,,1 ,,,,7 ,,,,,6 ,60 ,84 ,,50 ,7 ,31 ,107 ,35 ,162 ,10 ,1 ,16 ,0 
경상북도,봉화군,총계,487 ,,3 ,,,,1 ,,,,,,,,,,,17 ,7 ,170 ,,60 ,6 ,10 ,61 ,34 ,103 ,9 ,,5 ,1 
경상북도,봉화군,남성,233 ,,2 ,,,,1 ,,,,,,,,,,,17 ,5 ,135 ,,22 ,3 ,3 ,23 ,9 ,4 ,7 ,,1 ,1 
경상북도,봉화군,여성,254 ,,1 ,,,,,,,,,,,,,,,,2 ,35 ,,38 ,3 ,7 ,38 ,25 ,99 ,2 ,,4 ,0 
경상북도,상주시,총계,"2,300 ",,56 ,,1 ,,7 ,,2 ,,3 ,1 ,10 ,3 ,,,,58 ,754 ,414 ,,113 ,93 ,89 ,189 ,88 ,315 ,79 ,1 ,17 ,7 
경상북도,상주시,남성,"1,253 ",,31 ,,1 ,,6 ,,1 ,,1 ,1 ,2 ,3 ,,,,57 ,475 ,349 ,,46 ,46 ,28 ,79 ,34 ,31 ,52 ,,7 ,3 
경상북도,상주시,여성,"1,047 ",,25 ,,,,1 ,,1 ,,2 ,,8 ,,,,,1 ,279 ,65 ,,67 ,47 ,61 ,110 ,54 ,284 ,27 ,1 ,10 ,4 
경상북도,성주군,총계,"2,929 ",,36 ,,18 ,,5 ,,6 ,2 ,8 ,,6 ,,,,,284 ,469 ,"1,302 ",,71 ,104 ,215 ,83 ,53 ,153 ,92 ,1 ,5 ,16 
경상북도,성주군,남성,"2,256 ",,26 ,,2 ,,5 ,,5 ,2 ,6 ,,,,,,,278 ,373 ,"1,214 ",,24 ,74 ,68 ,44 ,33 ,14 ,71 ,,4 ,13 
경상북도,성주군,여성,673 ,,10 ,,16 ,,,,1 ,,2 ,,6 ,,,,,6 ,96 ,88 ,,47 ,30 ,147 ,39 ,20 ,139 ,21 ,1 ,1 ,3 
경상북도,안동시,총계,"2,280 ",,261 ,,179 ,,3 ,,1 ,3 ,39 ,1 ,34 ,7 ,,,2 ,55 ,104 ,377 ,,190 ,94 ,103 ,223 ,95 ,413 ,66 ,2 ,22 ,6 
경상북도,안동시,남성,"1,132 ",,139 ,,119 ,,,,1 ,3 ,16 ,1 ,17 ,5 ,,,,52 ,64 ,336 ,,71 ,44 ,39 ,99 ,27 ,44 ,41 ,,9 ,5 
경상북도,안동시,여성,"1,148 ",,122 ,,60 ,,3 ,,,,23 ,,17 ,2 ,,,2 ,3 ,40 ,41 ,,119 ,50 ,64 ,124 ,68 ,369 ,25 ,2 ,13 ,1 
경상북도,영덕군,총계,"1,403 ",,3 ,,,,,,5 ,,1 ,,3 ,,,,,52 ,150 ,456 ,453 ,36 ,13 ,13 ,59 ,30 ,88 ,4 ,23 ,6 ,8 
경상북도,영덕군,남성,"1,070 ",,2 ,,,,,,5 ,,,,,,,,,51 ,97 ,392 ,453 ,11 ,8 ,5 ,13 ,8 ,7 ,3 ,6 ,2 ,7 
경상북도,영덕군,여성,333 ,,1 ,,,,,,,,1 ,,3 ,,,,,1 ,53 ,64 ,,25 ,5 ,8 ,46 ,22 ,81 ,1 ,17 ,4 ,1 
경상북도,영양군,총계,257 ,,,1 ,,,,,,,,,3 ,,,,,10 ,43 ,47 ,,45 ,3 ,,23 ,7 ,74 ,1 ,,,0 
경상북도,영양군,남성,115 ,,,1 ,,,,,,,,,,,,,,9 ,30 ,44 ,,17 ,1 ,,7 ,1 ,4 ,1 ,,,0 
경상북도,영양군,여성,142 ,,,,,,,,,,,,3 ,,,,,1 ,13 ,3 ,,28 ,2 ,,16 ,6 ,70 ,,,,0 
경상북도,영주시,총계,"1,759 ",,151 ,1 ,66 ,,,,,,13 ,3 ,21 ,,,,,94 ,31 ,365 ,,135 ,140 ,110 ,183 ,50 ,287 ,75 ,,25 ,9 
경상북도,영주시,남성,998 ,,77 ,,39 ,,,,,,9 ,2 ,5 ,,,,,92 ,27 ,347 ,,47 ,126 ,26 ,91 ,17 ,24 ,44 ,,17 ,8 
경상북도,영주시,여성,761 ,,74 ,1 ,27 ,,,,,,4 ,1 ,16 ,,,,,2 ,4 ,18 ,,88 ,14 ,84 ,92 ,33 ,263 ,31 ,,8 ,1 
경상북도,영천시,총계,"4,824 ",,78 ,3 ,231 ,,2 ,,11 ,1 ,26 ,,9 ,,,,,360 ,12 ,"1,859 ",,200 ,308 ,487 ,474 ,209 ,373 ,126 ,,35 ,20 
경상북도,영천시,남성,"3,370 ",,40 ,3 ,159 ,,2 ,,11 ,,17 ,,3 ,,,,,344 ,8 ,"1,775 ",,83 ,178 ,191 ,249 ,102 ,66 ,100 ,,21 ,18 
경상북도,영천시,여성,"1,454 ",,38 ,,72 ,,,,,1 ,9 ,,6 ,,,,,16 ,4 ,84 ,,117 ,130 ,296 ,225 ,107 ,307 ,26 ,,14 ,2 
경상북도,예천군,총계,633 ,,4 ,,1 ,,,,,,1 ,,12 ,,,,,20 ,5 ,165 ,1 ,91 ,9 ,23 ,72 ,36 ,161 ,16 ,,7 ,9 
경상북도,예천군,남성,314 ,,3 ,,1 ,,,,,,,,2 ,,,,,20 ,1 ,158 ,1 ,41 ,6 ,5 ,29 ,12 ,18 ,9 ,,4 ,4 
경상북도,예천군,여성,319 ,,1 ,,,,,,,,1 ,,10 ,,,,,,4 ,7 ,,50 ,3 ,18 ,43 ,24 ,143 ,7 ,,3 ,5 
경상북도,울릉군,총계,212 ,,,,,,,,,,,,2 ,,,,,3 ,,61 ,33 ,3 ,3 ,,58 ,9 ,13 ,23 ,,3 ,1 
경상북도,울릉군,남성,153 ,,,,,,,,,,,,1 ,,,,,3 ,,61 ,33 ,1 ,1 ,,27 ,1 ,,23 ,,1 ,1 
경상북도,울릉군,여성,59 ,,,,,,,,,,,,1 ,,,,,,,,,2 ,2 ,,31 ,8 ,13 ,,,2 ,0 
경상북도,울진군,총계,"1,877 ",,3 ,,1 ,,3 ,,,,2 ,,14 ,,,,,61 ,,550 ,876 ,53 ,8 ,19 ,110 ,30 ,111 ,16 ,1 ,7 ,12 
경상북도,울진군,남성,"1,572 ",,,,,,,,,,,,8 ,,,,,60 ,,537 ,876 ,19 ,4 ,2 ,32 ,7 ,4 ,6 ,1 ,4 ,12 
경상북도,울진군,여성,305 ,,3 ,,1 ,,3 ,,,,2 ,,6 ,,,,,1 ,,13 ,,34 ,4 ,17 ,78 ,23 ,107 ,10 ,,3 ,0 
경상북도,의성군,총계,"1,002 ",,4 ,,24 ,,,,,,2 ,,3 ,2 ,,,,70 ,47 ,351 ,,77 ,39 ,66 ,105 ,40 ,144 ,13 ,,9 ,6 
경상북도,의성군,남성,638 ,,4 ,,14 ,,,,,,2 ,,1 ,2 ,,,,69 ,36 ,336 ,,28 ,25 ,15 ,62 ,14 ,12 ,8 ,,6 ,4 
경상북도,의성군,여성,364 ,,,,10 ,,,,,,,,2 ,,,,,1 ,11 ,15 ,,49 ,14 ,51 ,43 ,26 ,132 ,5 ,,3 ,2 
경상북도,청도군,총계,"1,385 ",,6 ,1 ,2 ,,,,,,2 ,,5 ,,,,,69 ,171 ,845 ,,37 ,19 ,21 ,66 ,23 ,101 ,8 ,,2 ,7 
경상북도,청도군,남성,709 ,,1 ,,1 ,,,,,,1 ,,,,,,,51 ,84 ,482 ,,12 ,10 ,4 ,29 ,9 ,13 ,5 ,,2 ,5 
경상북도,청도군,여성,676 ,,5 ,1 ,1 ,,,,,,1 ,,5 ,,,,,18 ,87 ,363 ,,25 ,9 ,17 ,37 ,14 ,88 ,3 ,,,2 
경상북도,청송군,총계,276 ,,,,,,4 ,,,,1 ,,2 ,,,,,4 ,29 ,61 ,,47 ,3 ,,30 ,10 ,75 ,8 ,,1 ,1 
경상북도,청송군,남성,112 ,,,,,,,,,,1 ,,1 ,,,,,4 ,15 ,53 ,,18 ,1 ,,6 ,3 ,6 ,3 ,,1 ,0 
경상북도,청송군,여성,164 ,,,,,,4 ,,,,,,1 ,,,,,,14 ,8 ,,29 ,2 ,,24 ,7 ,69 ,5 ,,,1 
경상북도,칠곡군,총계,"6,366 ",,170 ,8 ,56 ,,6 ,1 ,14 ,4 ,33 ,,20 ,,,,52 ,384 ,39 ,"2,515 ",,190 ,103 ,233 ,367 ,273 ,593 ,646 ,,25 ,634 
경상북도,칠곡군,남성,"4,358 ",,113 ,5 ,37 ,,6 ,1 ,14 ,2 ,14 ,,5 ,,,,,370 ,21 ,"2,296 ",,82 ,44 ,48 ,190 ,136 ,113 ,457 ,,14 ,390 
경상북도,칠곡군,여성,"2,008 ",,57 ,3 ,19 ,,,,,2 ,19 ,,15 ,,,,52 ,14 ,18 ,219 ,,108 ,59 ,185 ,177 ,137 ,480 ,189 ,,11 ,244 
경상북도,포항시 남구,총계,"4,784 ",,198 ,,40 ,,4 ,,14 ,,35 ,15 ,40 ,81 ,1 ,,4 ,170 ,293 ,"1,243 ",854 ,185 ,70 ,134 ,390 ,247 ,530 ,141 ,,21 ,74 
경상북도,포항시 남구,남성,"3,280 ",,113 ,,22 ,,,,14 ,,18 ,13 ,13 ,65 ,1 ,,,167 ,160 ,"1,202 ",854 ,72 ,27 ,30 ,177 ,103 ,66 ,100 ,,8 ,55 
경상북도,포항시 남구,여성,"1,504 ",,85 ,,18 ,,4 ,,,,17 ,2 ,27 ,16 ,,,4 ,3 ,133 ,41 ,,113 ,43 ,104 ,213 ,144 ,464 ,41 ,,13 ,19 
경상북도,포항시 북구,총계,"3,909 ",,471 ,,605 ,,4 ,1 ,26 ,3 ,77 ,16 ,32 ,18 ,1 ,,13 ,75 ,111 ,477 ,291 ,184 ,55 ,93 ,482 ,227 ,530 ,61 ,3 ,26 ,27 
경상북도,포항시 북구,남성,"2,174 ",,210 ,,400 ,,4 ,1 ,24 ,3 ,41 ,10 ,12 ,15 ,1 ,,11 ,65 ,55 ,436 ,291 ,69 ,19 ,29 ,229 ,97 ,81 ,39 ,,15 ,17 
경상북도,포항시 북구,여성,"1,735 ",,261 ,,205 ,,,,2 ,,36 ,6 ,20 ,3 ,,,2 ,10 ,56 ,41 ,,115 ,36 ,64 ,253 ,130 ,449 ,22 ,3 ,11 ,10 
광주광역시,총계,총계,"34,992 ",,"7,130 ",42 ,"2,407 ",,46 ,,48 ,22 ,887 ,36 ,319 ,164 ,,,21 ,819 ,30 ,"4,700 ",1 ,"2,117 ",688 ,"1,518 ","6,094 ","1,703 ","3,448 ","1,853 ",13 ,650 ,236 
광주광역시,광산구,총계,"21,024 ",,"3,173 ",7 ,914 ,,12 ,,30 ,9 ,502 ,4 ,73 ,9 ,,,5 ,600 ,8 ,"3,724 ",1 ,"1,464 ",400 ,"1,016 ","4,622 ","1,002 ","1,674 ","1,147 ",4 ,480 ,144 
광주광역시,광산구,남성,"12,203 ",,"1,684 ",7 ,519 ,,5 ,,27 ,8 ,216 ,2 ,17 ,5 ,,,,581 ,4 ,"3,573 ",1 ,637 ,181 ,416 ,"2,311 ",456 ,427 ,763 ,,253 ,110 
광주광역시,광산구,여성,"8,821 ",,"1,489 ",,395 ,,7 ,,3 ,1 ,286 ,2 ,56 ,4 ,,,5 ,19 ,4 ,151 ,,827 ,219 ,600 ,"2,311 ",546 ,"1,247 ",384 ,4 ,227 ,34 
광주광역시,남구,총계,"1,995 ",,394 ,10 ,379 ,,11 ,,1 ,,40 ,4 ,82 ,4 ,,,1 ,18 ,2 ,133 ,,122 ,27 ,35 ,227 ,105 ,346 ,20 ,1 ,23 ,10 
광주광역시,남구,남성,862 ,,182 ,7 ,188 ,,2 ,,,,22 ,3 ,25 ,4 ,,,,16 ,,130 ,,43 ,7 ,19 ,105 ,27 ,45 ,17 ,1 ,15 ,4 
광주광역시,남구,여성,"1,133 ",,212 ,3 ,191 ,,9 ,,1 ,,18 ,1 ,57 ,,,,1 ,2 ,2 ,3 ,,79 ,20 ,16 ,122 ,78 ,301 ,3 ,,8 ,6 
광주광역시,동구,총계,"2,130 ",,837 ,,368 ,,4 ,,3 ,2 ,85 ,12 ,24 ,29 ,,,2 ,36 ,1 ,73 ,,41 ,35 ,53 ,187 ,95 ,147 ,66 ,4 ,21 ,5 
광주광역시,동구,남성,"1,132 ",,435 ,,241 ,,2 ,,3 ,1 ,45 ,9 ,7 ,22 ,,,1 ,33 ,1 ,72 ,,15 ,23 ,22 ,81 ,38 ,21 ,42 ,1 ,14 ,3 
광주광역시,동구,여성,998 ,,402 ,,127 ,,2 ,,,1 ,40 ,3 ,17 ,7 ,,,1 ,3 ,,1 ,,26 ,12 ,31 ,106 ,57 ,126 ,24 ,3 ,7 ,2 
광주광역시,북구,총계,"6,485 ",,"1,872 ",25 ,510 ,,10 ,,7 ,10 ,149 ,14 ,59 ,122 ,,,3 ,83 ,17 ,475 ,,334 ,159 ,348 ,627 ,335 ,848 ,359 ,2 ,73 ,44 
광주광역시,북구,남성,"3,288 ",,"1,083 ",19 ,242 ,,8 ,,4 ,8 ,92 ,11 ,21 ,91 ,,,2 ,73 ,12 ,426 ,,123 ,68 ,126 ,287 ,137 ,112 ,269 ,,38 ,36 
광주광역시,북구,여성,"3,197 ",,789 ,6 ,268 ,,2 ,,3 ,2 ,57 ,3 ,38 ,31 ,,,1 ,10 ,5 ,49 ,,211 ,91 ,222 ,340 ,198 ,736 ,90 ,2 ,35 ,8 
광주광역시,서구,총계,"3,358 ",,854 ,,236 ,,9 ,,7 ,1 ,111 ,2 ,81 ,,,,10 ,82 ,2 ,295 ,,156 ,67 ,66 ,431 ,166 ,433 ,261 ,2 ,53 ,33 
