시도,시군구,성별,총합계,한국계중국인,베트남,중국,우즈베키스탄,네팔,미국,캄보디아,인도네시아,미얀마,필리핀,타이,몽골,스리랑카,카자흐스탄,한국계러시아인,방글라데시,일본,캐나다,러시아(연방),파키스탄,타이완,인도,키르기즈,라오스,오스트레일리아,영국,프랑스,말레이시아,남아프리카공화국,우크라이나,티모르민주공화국,독일,튀르키예,뉴질랜드,이집트,나이지리아,타지키스탄,홍콩,시리아,모로코,에티오피아,브라질,이탈리아,이란,스페인,가나,투르크메니스탄,예멘공화국,싱가포르,멕시코,아프가니스탄,네덜란드,리비아,사우디아라비아,르완다,폴란드,카메룬,튀니지,케냐,부룬디,탄자니아,콜롬비아,스웨덴,요르단,아일랜드,알제리,우간다,이라크,아제르바이잔,벨기에,페루,스위스,라이베리아,콩고민주공화국,노르웨이,수단,벨라루스,칠레,덴마크,오스트리아,핀란드,루마니아,헝가리,세네갈,아르헨티나,포르투갈,에콰도르,이스라엘,그리스,기니,말리,아랍에미리트연합,체코,코트디부아르,리투아니아,불가리아,베네수엘라,아이티,마카오,무국적,조지아,팔레스타인,짐바브웨,파라과이,시에라리온,가봉,감비아,앙골라,슬로바크,잠비아,크로아티아,코스타리카,아르메니아,도미니카공화국,라트비아,파나마,볼리비아,과테말라,영국외지민,브루나이,말라위,엘살바도르,세르비아,부르키나파소,몰도바,카타르,온두라스,룩셈부르크,마다가스카르,피지,쿠바,에스토니아,슬로베니아,레바논,모잠비크,토고,오만,니카라과,우루과이,쿠웨이트,콩고,국적불명,부탄,알바니아,남수단공화국,바누아투,트리니다드토바고,자메이카,도미니카연방,바레인,보츠와나,에스와티니,키프로스,몰타,베냉,모리타니,소말리아,국제연합,가이아나,솔로몬군도,세인트크리스토퍼네비스,레소토,니제르,바하마,파푸아뉴기니,아이슬란드,북마케도니아,중앙아프리카공화국,적도기니,기니비사우,보스니아-헤르체고비나,마샬군도,모리셔스,몬테네그로,나미비아,몰디브,바베이도스,그레나다,세인트루시아,차드,에리트레아,코소보,벨리즈,통가,키리바시,미이크로네시아,협약난민,앤티카바부다,안도라,영국해외영토시민,팔라우,코모로,지부티,국제연합 전문기구,영국외지시민,모나코,교황청,미상,홍콩거주난민,세인트빈센트그레나딘,수리남,산마리노,나우루,사모아,기타난민
경상북도,경산시,남성,"14,282",418,"4,076","2,859","2,533",795,102,260,529,340,133,132,186,316,29,30,222,16,25,78,281,14,217,267,15,8,13,12,11,12,4,6,2,9,3,20,7,41,1,4,4,39,6,1,4,3,29,7,1,1,1,3,1,1,6,45,,3,7,2,,13,,,,1,5,7,1,1,1,,,3,17,,2,,1,1,,,,,1,,,,,,1,,,,1,2,,,,,,,,5,,5,3,,,,3,,,,,,,,,,,9,,,,,,,,2,,,,,,,,,,1,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,3,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도,경산시,여성,"9,008",308,"3,546","2,536",473,260,85,95,100,41,139,104,251,93,27,21,70,95,19,32,95,27,191,81,11,5,5,16,5,6,9,1,4,13,3,10,9,21,3,3,5,28,4,7,4,2,5,3,1,1,10,,5,,1,38,3,1,,2,,11,,1,1,,1,7,,4,,2,,1,4,,,2,1,,,,1,1,1,,,,,,,,,1,,,,2,,,1,,,4,,1,2,,1,,1,,,1,,,,,,,1,8,1,,1,1,,,,3,,1,1,,2,1,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도,경주시,총계,"21,343","1,674","3,449","1,463","2,548",812,106,"1,036",834,550,457,410,61,932,"2,480","1,311",401,81,48,604,204,37,362,309,68,10,15,5,95,21,167,21,6,21,4,178,3,43,2,,12,2,8,1,8,2,7,208,5,1,,5,2,1,,6,,1,195,2,3,11,,,,1,6,,,,,,1,2,1,,,1,,,,,,,3,,,1,1,,,,,1,,,1,,,,7,2,1,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도,경주시,남성,"13,642",967,"2,220",658,"1,415",686,53,708,799,527,322,268,28,822,"1,278",660,335,3,21,345,194,21,325,156,52,6,8,4,66,12,83,20,3,17,2,167,3,31,1,,3,,4,,5,1,6,126,5,,,5,2,1,,3,,,160,2,3,9,,,,1,5,,,,,,,2,,,,1,,,,,,,3,,,1,1,,,,,,,,1,,,,2,,1,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도,경주시,여성,"7,701",707,"1,229",805,"1,133",126,53,328,35,23,135,142,33,110,"1,202",651,66,78,27,259,10,16,37,153,16,4,7,1,29,9,84,1,3,4,2,11,,12,1,,9,2,4,1,3,1,1,82,,1,,,,,,3,,1,35,,,2,,,,,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도,고령군,총계,"2,851",157,641,48,122,385,5,172,467,132,268,95,13,164,5,2,54,11,2,,50,,,6,25,1,,,,6,,9,,,,1,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도,고령군,남성,"2,135",95,340,16,95,338,2,136,445,129,145,84,6,156,2,1,49,2,1,,42,,,6,24,,,,,5,,5,,,,1,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도,고령군,여성,716,62,301,32,27,47,3,36,22,3,123,11,7,8,3,1,5,9,1,,8,,,,1,1,,,,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도,구미시,총계,"8,641","1,420","1,842","1,440",264,435,148,488,498,162,384,215,168,352,15,10,76,126,35,39,90,27,71,16,7,8,11,6,49,48,2,2,6,6,6,17,41,,3,8,14,12,1,1,3,,7,,5,,1,,,1,,9,1,1,12,5,,,2,,,,1,4,,3,,3,,,,,1,1,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도,구미시,남성,"4,924",767,957,551,190,331,76,335,425,139,227,85,89,293,8,3,64,46,16,14,62,7,55,5,2,6,6,5,37,7,,2,3,4,3,15,23,,,8,6,8,1,,1,,4,,5,,,,,1,,6,,1,9,5,,,,,,,1,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도,구미시,여성,"3,717",653,885,889,74,104,72,153,73,23,157,130,79,59,7,7,12,80,19,25,28,20,16,11,5,2,5,1,12,41,2,,3,2,3,2,18,,3,,8,4,,1,2,,3,,,,1,,,,,3,1,,3,,,,2,,,,,3,,2,,3,,,,,,1,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도,김천시,총계,"4,710",340,"1,501",176,51,493,79,428,269,161,114,138,172,189,11,8,123,26,15,50,17,27,10,18,28,10,5,,1,10,1,37,6,3,,23,7,28,,36,10,3,,1,,,1,,21,1,,,,,,3,,8,15,2,2,,2,1,,,3,1,1,,,,,1,2,,,,,,1,,,,,3,,,,,2,,,,2,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,
경상북도,김천시,남성,"3,036",191,858,71,45,409,31,289,246,132,72,82,84,150,6,4,107,5,5,23,15,12,5,8,20,6,1,,1,2,1,27,2,2,,16,2,27,,14,7,2,,,,,1,,21,1,,,,,,1,,5,12,,2,,,,,,3,1,1,,,,,,1,,,,,,,,,,,1,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
경상북도,김천시,여성,"1,674",149,643,105,6,84,48,139,23,29,42,56,88,39,5,4,16,21,10,27,2,15,5,10,8,4,4,,,8,,10,4,1,,7,5,1,,22,3,1,,1,,,,,,,,,,,,2,,3,3,2,,,2,1,,,,,,,,,,1,1,,,,,,1,,,,,2,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
경상북도,문경시,총계,"1,331",240,331,57,77,119,32,139,7,22,49,90,9,34,1,,10,8,11,11,3,9,,3,20,4,1,,5,7,1,1,1,1,1,1,,5,,9,1,,,,,,5,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도,문경시,남성,740,127,154,20,59,104,13,77,4,22,24,48,3,32,,,6,2,3,9,2,4,,1,2,2,,,1,,,1,,1,1,1,,5,,6,1,,,,,,2,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도,문경시,여성,591,113,177,37,18,15,19,62,3,,25,42,6,2,1,,4,6,8,2,1,5,,2,18,2,1,,4,7,1,,1,,,,,,,3,,,,,,,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도,봉화군,총계,487,58,105,19,4,78,9,86,4,16,24,26,1,,,,8,19,5,,,4,,,1,2,2,1,12,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도,봉화군,남성,233,20,34,5,4,63,3,36,3,15,13,12,,,,,8,,2,,,2,,,,1,1,,9,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도,봉화군,여성,254,38,71,14,,15,6,50,1,1,11,14,1,,,,,19,3,,,2,,,1,1,1,1,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도,상주시,총계,"2,300",193,687,126,59,148,69,195,75,35,167,79,24,24,,,5,15,14,3,23,10,1,,293,3,1,,10,4,,,5,,1,,7,,,,,2,2,,,2,,,3,,,,,,,3,,,,,,,1,,,1,,1,,,,,,,6,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도,상주시,남성,"1,253",84,311,64,41,124,26,110,50,32,83,39,10,20,,,4,3,7,,16,5,1,,197,2,,,4,2,,,1,,1,,3,,,,,1,,,,2,,,2,,,,,,,2,,,,,,,,,,,,1,,,,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도,상주시,여성,"1,047",109,376,62,18,24,43,85,25,3,84,40,14,4,,,1,12,7,3,7,5,,,96,1,1,,6,2,,,4,,,,4,,,,,1,2,,,,,,1,,,,,,,1,,,,,,,1,,,1,,,,,,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도,성주군,총계,"2,929",91,429,39,156,356,12,277,289,97,250,80,13,202,35,3,122,15,6,5,121,6,5,1,292,3,1,,,6,,2,,,2,1,,,,2,,,1,1,1,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도,성주군,남성,"2,256",56,263,12,124,311,4,210,269,95,180,49,8,170,19,2,101,,3,4,106,5,3,,247,,1,,,,,2,,,1,1,,,,1,,,1,,1,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도,성주군,여성,673,35,166,27,32,45,8,67,20,2,70,31,5,32,16,1,21,15,3,1,15,1,2,1,45,3,,,,6,,,,,1,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도,안동시,총계,"2,280",205,862,146,43,198,82,45,44,58,82,66,48,39,5,6,32,44,15,17,16,21,5,7,83,5,14,,29,13,,1,7,2,2,2,1,1,1,,1,1,,,8,1,,,,1,,,,,,4,,6,,2,,1,,,1,1,,,,,,,,,1,,,,1,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도,안동시,남성,"1,132",95,363,45,35,157,38,32,37,51,24,20,18,30,2,5,26,5,6,9,11,11,3,6,47,3,9,,17,5,,1,1,1,1,1,,,,,,,,,3,1,,,,1,,,,,,2,,3,,1,,1,,,,1,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도,안동시,여성,"1,148",110,499,101,8,41,44,13,7,7,58,46,30,9,3,1,6,39,9,8,5,10,2,1,36,2,5,,12,8,,,6,1,1,1,1,1,1,,1,1,,,5,,,,,,,,,,,2,,3,,1,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도,영덕군,총계,"1,403",61,582,42,6,53,13,58,315,9,80,65,5,11,,,4,13,7,,,5,5,1,40,1,,1,,1,,4,18,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도,영덕군,남성,"1,070",16,491,21,4,41,3,32,312,9,29,45,3,11,,,3,1,2,,,2,5,1,29,,,1,,,,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도,영덕군,여성,333,45,91,21,2,12,10,26,3,,51,20,2,,,,1,12,5,,,3,,,11,1,,,,1,,,13,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도,영양군,총계,257,21,109,9,36,9,6,29,,3,3,6,2,6,,,,7,,,,1,1,,5,,,,,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도,영양군,남성,115,7,33,,26,8,3,24,,3,,,,6,,,,,,,,,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도,영양군,여성,142,14,76,9,10,1,3,5,,,3,6,2,,,,,7,,,,1,,,1,,,,,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도,영주시,총계,"1,759",161,555,75,114,220,28,98,19,62,79,83,55,39,6,6,21,18,7,3,9,5,1,1,5,6,6,,40,17,,,2,,5,3,,,,,1,,,,,,,,1,,1,,,,,,,,3,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도,영주시,남성,998,87,251,24,89,174,10,82,17,57,36,48,19,19,2,3,16,1,1,1,9,3,1,1,2,1,4,,22,5,,,,,2,3,,,,,,,,,,,,,1,,1,,,,,,,,3,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도,영주시,여성,761,74,304,51,25,46,18,16,2,5,43,35,36,20,4,3,5,17,6,2,,2,,,3,5,2,,18,12,,,2,,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도,영천시,총계,"4,824",389,"1,113",163,419,584,39,209,348,164,138,145,106,330,171,48,177,24,9,22,52,16,35,51,1,1,3,,2,4,23,3,,5,4,3,,,,1,,4,,,,,4,10,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도,영천시,남성,"3,370",217,604,59,342,505,16,175,328,144,109,97,49,285,94,29,147,3,2,11,48,8,32,28,,,1,,1,,12,2,,4,1,3,,,,1,,2,,,,,2,5,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도,영천시,여성,"1,454",172,509,104,77,79,23,34,20,20,29,48,57,45,77,19,30,21,7,11,4,8,3,23,1,1,2,,1,4,11,1,,1,3,,,,,,,2,,,,,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도,예천군,총계,633,70,200,45,15,108,31,28,11,3,22,15,2,1,3,,6,19,6,4,,3,,,7,3,6,2,7,6,,3,,,4,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도,예천군,남성,314,34,80,9,11,95,13,17,9,3,7,3,,1,2,,6,1,4,2,,,,,1,2,2,1,3,1,,3,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도,예천군,여성,319,36,120,36,4,13,18,11,2,,15,12,2,,1,,,18,2,2,,3,,,6,1,4,1,4,5,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도,울릉군,총계,212,63,17,9,,,2,,73,23,5,1,1,6,,,,3,1,,,,,,,2,,,,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도,울릉군,남성,153,26,14,5,,,1,,73,23,,,,6,,,,,,,,,,,,1,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도,울릉군,여성,59,37,3,4,,,1,,,,5,1,1,,,,,3,1,,,,,,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도,울진군,총계,"1,877",109,809,71,5,19,19,18,651,5,29,17,2,15,7,4,1,9,4,8,1,1,1,3,5,2,4,,,9,,45,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도,울진군,남성,"1,572",35,722,41,5,16,8,13,638,5,1,11,,15,4,,,1,1,,1,,,3,,1,3,,,3,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
