시도,시군구,성별,총합계,한국계중국인,베트남,중국,우즈베키스탄,네팔,미국,캄보디아,인도네시아,미얀마,필리핀,타이,몽골,스리랑카,카자흐스탄,한국계러시아인,방글라데시,일본,캐나다,러시아(연방),파키스탄,타이완,인도,키르기즈,라오스,오스트레일리아,영국,프랑스,말레이시아,남아프리카공화국,우크라이나,티모르민주공화국,독일,튀르키예,뉴질랜드,이집트,나이지리아,타지키스탄,홍콩,시리아,모로코,에티오피아,브라질,이탈리아,이란,스페인,가나,투르크메니스탄,예멘공화국,싱가포르,멕시코,아프가니스탄,네덜란드,리비아,사우디아라비아,르완다,폴란드,카메룬,튀니지,케냐,부룬디,탄자니아,콜롬비아,스웨덴,요르단,아일랜드,알제리,우간다,이라크,아제르바이잔,벨기에,페루,스위스,라이베리아,콩고민주공화국,노르웨이,수단,벨라루스,칠레,덴마크,오스트리아,핀란드,루마니아,헝가리,세네갈,아르헨티나,포르투갈,에콰도르,이스라엘,그리스,기니,말리,아랍에미리트연합,체코,코트디부아르,리투아니아,불가리아,베네수엘라,아이티,마카오,무국적,조지아,팔레스타인,짐바브웨,파라과이,시에라리온,가봉,감비아,앙골라,슬로바크,잠비아,크로아티아,코스타리카,아르메니아,도미니카공화국,라트비아,파나마,볼리비아,과테말라,영국외지민,브루나이,말라위,엘살바도르,세르비아,부르키나파소,몰도바,카타르,온두라스,룩셈부르크,마다가스카르,피지,쿠바,에스토니아,슬로베니아,레바논,모잠비크,토고,오만,니카라과,우루과이,쿠웨이트,콩고,국적불명,부탄,알바니아,남수단공화국,바누아투,트리니다드토바고,자메이카,도미니카연방,바레인,보츠와나,에스와티니,키프로스,몰타,베냉,모리타니,소말리아,국제연합,가이아나,솔로몬군도,세인트크리스토퍼네비스,레소토,니제르,바하마,파푸아뉴기니,아이슬란드,북마케도니아,중앙아프리카공화국,적도기니,기니비사우,보스니아-헤르체고비나,마샬군도,모리셔스,몬테네그로,나미비아,몰디브,바베이도스,그레나다,세인트루시아,차드,에리트레아,코소보,벨리즈,통가,키리바시,미이크로네시아,협약난민,앤티카바부다,안도라,영국해외영토시민,팔라우,코모로,지부티,국제연합 전문기구,영국외지시민,모나코,교황청,미상,홍콩거주난민,세인트빈센트그레나딘,수리남,산마리노,나우루,사모아,기타난민
대구광역시,북구,여성,"4,189",234,"1,287",673,114,78,125,55,58,138,157,97,223,77,29,6,35,158,28,40,71,45,67,52,15,15,15,20,10,28,6,2,8,19,2,4,35,7,5,,7,7,4,8,8,7,4,2,1,,6,,2,,,1,10,2,1,4,,2,2,,,5,5,1,,3,1,4,1,1,3,,,2,3,,1,2,2,1,1,,1,2,,,,,,2,,7,3,1,,,,,,,,1,5,,,1,1,,1,,,1,2,1,,,,,,,,1,,,,1,,,1,3,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대구광역시,서구,총계,"3,351",460,863,251,278,42,72,109,210,64,134,54,30,57,12,27,109,37,11,40,266,31,99,9,5,2,7,2,3,12,6,1,3,15,,3,,5,,,1,,1,,1,,,,,2,1,3,,,,,,,,,,,,,,,,,,,,8,,,,,,,1,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대구광역시,서구,남성,"1,939",244,402,71,194,37,29,60,195,57,65,13,11,50,8,15,84,2,6,22,228,12,84,1,,2,5,2,2,5,2,1,1,15,,2,,5,,,,,,,,,,,,1,,3,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대구광역시,서구,여성,"1,412",216,461,180,84,5,43,49,15,7,69,41,19,7,4,12,25,35,5,18,38,19,15,8,5,,2,,1,7,4,,2,,,1,,,,,1,,1,,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,5,,,,,,,1,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대구광역시,수성구,총계,"2,342",198,400,226,30,14,652,33,16,6,67,37,11,3,10,7,2,86,153,28,2,90,9,5,5,32,45,5,2,70,3,,8,3,18,4,,,4,,4,2,9,,3,2,1,,,2,6,,1,,,,2,,,1,1,,1,2,,6,,,,,,,,,,1,,1,,,1,,1,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대구광역시,수성구,남성,919,98,137,63,17,9,301,10,4,4,9,1,2,3,4,5,2,16,69,4,2,49,6,1,,16,26,4,,12,,,2,1,10,3,,,,,1,1,6,,1,1,1,,,,2,,,,,,1,,,,1,,1,2,,5,,,,,,,,,,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대구광역시,수성구,여성,"1,423",100,263,163,13,5,351,23,12,2,58,36,9,,6,2,,70,84,24,,41,3,4,5,16,19,1,2,58,3,,6,2,8,1,,,4,,3,1,3,,2,1,,,,2,4,,1,,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,1,2,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대구광역시,중구,총계,"1,179",80,166,103,33,24,293,12,5,6,38,26,16,2,6,4,32,43,34,14,3,116,11,4,2,13,10,4,2,9,4,1,12,5,8,,,,2,,2,,7,2,,2,,,,,2,,1,,,,2,,1,,,,2,,,2,,,,,,2,,,,,,2,2,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대구광역시,중구,남성,524,44,66,34,22,18,153,4,4,3,10,5,4,,2,2,19,1,19,3,3,54,4,1,,7,6,3,1,4,,,6,3,4,,,,1,,,,4,,,1,,,,,,,1,,,,1,,,,,,2,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대구광역시,중구,여성,655,36,100,69,11,6,140,8,1,3,28,21,12,2,4,2,13,42,15,11,,62,7,3,2,6,4,1,1,5,4,1,6,2,4,,,,1,,2,,3,2,,1,,,,,2,,,,,,1,,1,,,,,,,,,,,,,2,,,,,,2,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대전광역시,총계,총계,"32,620","2,834","12,300","3,785","1,033",626,"1,496",391,664,433,655,456,"1,089",176,379,73,629,526,427,396,415,276,667,339,72,150,141,202,63,216,46,6,92,134,61,51,64,37,43,34,32,124,42,43,55,34,67,14,21,29,56,29,18,,25,28,23,7,16,28,3,21,15,17,14,9,11,22,7,51,13,10,11,4,7,12,2,12,8,2,11,10,7,10,,1,1,7,8,4,,,4,4,,2,6,4,1,,1,1,,10,4,1,9,,1,1,1,1,3,16,,5,2,4,2,1,5,,,1,1,5,1,2,1,1,1,,1,,1,,1,1,2,,1,,,2,,,,3,1,,,1,2,1,,,6,1,,,3,,1,1,7,,,,,1,,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,
대전광역시,대덕구,총계,"4,310",485,"1,988",256,105,223,94,137,191,39,139,69,124,57,13,11,39,51,26,17,25,11,7,22,26,10,4,3,2,11,4,2,2,16,1,,,4,3,25,1,9,11,1,2,3,4,,,1,2,4,,,2,,2,,3,1,,,1,2,,,1,,2,3,1,1,1,1,,,,,1,,,,1,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,2,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대전광역시,대덕구,남성,"2,198",245,895,72,81,171,47,95,169,35,53,20,70,45,9,5,28,9,10,5,23,4,3,17,16,5,2,2,,2,1,2,1,8,1,,,1,1,16,1,7,5,,1,,2,,,,,1,,,,,1,,2,1,,,,1,,,1,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대전광역시,대덕구,여성,"2,112",240,"1,093",184,24,52,47,42,22,4,86,49,54,12,4,6,11,42,16,12,2,7,4,5,10,5,2,1,2,9,3,,1,8,,,,3,2,9,,2,6,1,1,3,2,,,1,2,3,,,2,,1,,1,,,,1,1,,,,,,3,1,1,,1,,,,,1,,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대전광역시,동구,총계,"8,354",465,"3,253","1,151",423,178,189,58,172,54,117,69,323,18,138,24,348,96,68,180,78,50,212,149,8,18,20,83,15,28,8,1,15,21,4,7,34,6,7,6,19,20,12,10,3,10,5,,3,5,25,19,6,,,5,2,2,4,17,,8,2,1,1,2,1,1,3,4,3,3,1,1,,2,,7,,,5,4,1,,,1,1,1,2,1,,,1,,,,3,1,,,,,,,1,1,1,,1,1,,1,2,3,,1,1,3,,,1,,,1,1,,,1,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,7,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대전광역시,동구,남성,"3,972",244,"1,466",510,318,127,93,21,46,24,21,10,155,14,56,9,254,10,43,55,65,21,87,66,5,7,13,48,5,12,1,1,6,14,3,5,20,6,2,3,8,9,4,6,,4,3,,3,2,10,12,4,,,3,,2,1,11,,5,,,,1,,,1,,,1,,1,,1,,,,,2,,,,,,,1,1,,,,1,,,,,1,,,,,,,,,1,,,1,,,,,,,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대전광역시,동구,여성,"4,382",221,"1,787",641,105,51,96,37,126,30,96,59,168,4,82,15,94,86,25,125,13,29,125,83,3,11,7,35,10,16,7,,9,7,1,2,14,,5,3,11,11,8,4,3,6,2,,,3,15,7,2,,,2,2,,3,6,,3,2,1,1,1,1,1,2,4,3,2,1,,,1,,7,,,3,4,1,,,1,1,,1,1,,,,,,,3,,,,,,,,1,1,,,1,,,1,2,3,,1,1,1,,,1,,,1,,,,1,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,4,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대전광역시,서구,총계,"7,281",758,"3,077","1,010",181,43,390,72,28,92,117,128,143,14,83,15,24,167,115,69,34,70,61,71,21,32,52,17,9,98,8,,23,23,23,4,7,10,3,2,7,6,9,7,10,6,5,5,12,2,3,,2,,,5,6,3,,6,1,10,4,3,3,4,5,3,,3,5,,1,2,1,,1,1,4,1,1,1,2,,,,,3,2,2,,,1,1,,1,,,,,,,,3,1,,4,,,,1,,1,2,,,1,1,1,,2,,,,,4,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대전광역시,서구,남성,"3,098",376,"1,321",402,103,28,166,21,5,43,17,21,58,10,48,7,14,37,52,27,20,35,34,33,7,12,23,12,2,19,5,,18,12,6,3,2,3,1,2,2,4,3,4,3,2,3,,11,1,,,2,,,4,3,2,,2,1,7,3,2,,2,2,1,,1,3,,1,2,1,,1,,2,1,,,2,,,,,2,1,1,,,,,,,,,,,,,,2,,,1,,,,1,,,,,,1,,1,,,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대전광역시,서구,여성,"4,183",382,"1,756",608,78,15,224,51,23,49,100,107,85,4,35,8,10,130,63,42,14,35,27,38,14,20,29,5,7,79,3,,5,11,17,1,5,7,2,,5,2,6,3,7,4,2,5,1,1,3,,,,,1,3,1,,4,,3,1,1,3,2,3,2,,2,2,,,,,,,1,2,,1,1,,,,,,1,1,1,,,1,1,,1,,,,,,,,1,1,,3,,,,,,1,2,,,,1,,,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대전광역시,유성구,총계,"10,443",664,"3,532","1,122",259,136,638,70,265,230,181,146,367,79,123,9,207,164,183,86,268,69,385,90,6,66,54,87,37,61,24,1,49,64,26,40,22,12,27,1,5,88,9,25,36,13,53,9,,20,22,5,9,,23,18,13,2,9,4,2,3,8,10,10,3,3,18,2,39,4,6,7,,6,9,1,3,3,1,5,5,3,9,,,,3,3,1,,,2,3,,1,3,2,1,,,1,,6,1,,4,,,,,,,11,,1,,,,,1,,,,,1,1,1,,1,,,,,,,1,1,1,,1,,,2,,,,2,1,,,1,1,1,,,6,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,
대전광역시,유성구,남성,"5,157",345,"1,658",485,168,83,283,45,146,96,107,60,162,42,71,4,150,33,90,37,163,31,211,31,4,34,40,45,18,16,1,,27,32,15,27,18,7,8,1,2,56,5,19,21,11,42,9,,7,13,4,5,,13,8,8,1,5,2,2,2,5,9,4,2,2,14,1,31,2,2,4,,3,5,1,1,1,,1,3,2,6,,,,2,1,1,,,2,1,,1,3,,,,,,,1,,,1,,,,,,,4,,,,,,,,,,,,1,1,1,,,,,,,,,1,1,,,1,,,,,,,1,,,,,,1,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
대전광역시,유성구,여성,"5,286",319,"1,874",637,91,53,355,25,119,134,74,86,205,37,52,5,57,131,93,49,105,38,174,59,2,32,14,42,19,45,23,1,22,32,11,13,4,5,19,,3,32,4,6,15,2,11,,,13,9,1,4,,10,10,5,1,4,2,,1,3,1,6,1,1,4,1,8,2,4,3,,3,4,,2,2,1,4,2,1,3,,,,1,2,,,,,2,,,,2,1,,,1,,5,1,,3,,,,,,,7,,1,,,,,1,,,,,,,,,1,,,,,,,,,1,,,,,2,,,,1,1,,,1,1,,,,4,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
대전광역시,중구,총계,"2,232",462,450,246,65,46,185,54,8,18,101,44,132,8,22,14,11,48,35,44,10,76,2,7,11,24,11,12,,18,2,2,3,10,7,,1,5,3,,,1,1,,4,2,,,6,1,4,1,1,,,,,,,,,,,1,,,1,,,2,,,1,,,1,,1,,,,,,1,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대전광역시,중구,남성,903,252,124,70,34,36,75,25,3,14,14,4,65,4,11,6,10,5,16,24,5,41,1,4,5,9,4,5,,5,,2,1,5,5,,,2,,,,,,,,2,,,6,,4,1,1,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대전광역시,중구,여성,"1,329",210,326,176,31,10,110,29,5,4,87,40,67,4,11,8,1,43,19,20,5,35,1,3,6,15,7,7,,13,2,,2,5,2,,1,3,3,,,1,1,,4,,,,,1,,,,,,,,,,,,,,,,,1,,,2,,,,,,1,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부산광역시,총계,총계,"69,411","4,662","18,111","8,173","2,853","4,153","3,276","1,571","4,048","2,454","2,290",774,788,"1,381",492,"1,362","1,925","1,684",869,"1,367","1,169","1,228",532,264,195,370,354,203,105,284,147,129,151,109,143,53,47,55,59,22,86,68,64,82,84,61,21,14,2,42,76,2,40,3,16,8,34,12,22,20,24,12,41,16,3,39,17,10,9,25,17,32,15,2,14,52,6,23,16,17,14,25,14,10,2,13,12,7,7,22,,,1,10,1,62,11,12,1,,3,8,4,1,5,,5,,2,3,1,8,4,4,8,7,7,3,9,4,1,,6,4,,3,7,2,1,4,4,6,4,2,3,4,1,3,2,3,1,1,,,1,1,2,1,4,7,2,1,,1,,2,,,,,,,5,2,,,1,,2,2,1,1,,,,,,,,,,,,1,1,1,,,,,,1,,,,,,,,,,,,,,
부산광역시,강서구,총계,"7,604",333,"1,706",348,547,537,101,480,847,383,480,121,34,570,12,17,369,79,33,29,226,19,55,28,23,18,23,1,11,30,4,61,5,6,5,2,3,,2,9,5,,8,1,2,1,,,,2,2,,1,1,,,1,,1,,,,2,,,1,,,,,,1,,,,2,,,2,,,,,,,,1,,,1,,,,,,,,1,,,,,4,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부산광역시,강서구,남성,"6,398",198,"1,422",203,487,497,43,437,824,365,431,99,21,536,6,10,332,19,16,14,205,7,40,25,15,10,14,,6,11,1,61,2,2,3,,2,,1,7,,,7,1,1,1,,,,2,2,,,1,,,,,1,,,,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,1,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부산광역시,강서구,여성,"1,206",135,284,145,60,40,58,43,23,18,49,22,13,34,6,7,37,60,17,15,21,12,15,3,8,8,9,1,5,19,3,,3,4,2,2,1,,1,2,5,,1,,1,,,,,,,,1,,,,1,,,,,,2,,,,,,,,,1,,,,1,,,1,,,,,,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부산광역시,금정구,총계,"5,340",247,"1,061","1,162",334,138,175,60,123,221,48,44,125,70,146,30,75,195,44,112,79,62,146,44,7,13,21,62,14,14,21,5,33,28,11,19,20,11,9,,10,30,9,23,33,9,3,9,1,3,18,,6,1,,2,8,3,6,4,3,3,4,,,3,3,,5,7,3,4,2,1,1,12,1,2,1,,3,8,3,4,,1,3,4,1,,,,,1,1,3,3,3,,,,1,,,,,2,,2,1,,1,,1,2,3,3,2,4,1,1,,3,,,,,,,1,,,1,,,,,2,,1,,,,,,,,,,,2,1,,,,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부산광역시,금정구,남성,"2,132",108,399,405,210,90,74,29,56,80,10,6,49,24,57,11,51,28,23,25,61,21,80,18,2,3,11,23,1,4,3,1,14,4,8,8,13,6,2,,2,21,2,5,15,5,,2,,,3,,1,,,,2,1,1,2,3,2,3,,,2,,,2,3,,1,1,1,1,2,,,1,,,2,3,2,,1,2,2,,,,,,1,,,1,2,,,,,,,,,2,,1,,,,,,1,,,1,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부산광역시,금정구,여성,"3,208",139,662,757,124,48,101,31,67,141,38,38,76,46,89,19,24,167,21,87,18,41,66,26,5,10,10,39,13,10,18,4,19,24,3,11,7,5,7,,8,9,7,18,18,4,3,7,1,3,15,,5,1,,2,6,2,5,2,,1,1,,,1,3,,3,4,3,3,1,,,10,1,2,,,3,6,,2,,,1,2,1,,,,,,1,3,2,1,,,,1,,,,,,,1,1,,1,,1,1,3,3,1,1,,,,3,,,,,,,1,,,1,,,,,2,,1,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부산광역시,기장군,총계,"3,625",248,735,227,96,294,163,163,385,150,161,112,18,202,6,98,39,95,51,52,99,13,19,6,28,10,19,9,,16,17,7,3,3,9,1,,2,2,9,3,1,4,2,5,3,,,,1,1,,,,,,2,,,,,,2,1,,3,2,3,,,1,,1,,1,1,,4,,1,2,5,1,,,,,,,2,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부산광역시,기장군,남성,"2,491",136,525,71,78,255,73,128,357,145,103,66,7,184,2,50,38,20,25,16,88,4,12,4,19,4,14,5,,8,4,7,3,1,5,1,,,,5,,,1,2,2,2,,,,,,,,,,,1,,,,,,2,,,2,2,2,,,,,1,,,1,,,,1,2,4,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부산광역시,기장군,여성,"1,134",112,210,156,18,39,90,35,28,5,58,46,11,18,4,48,1,75,26,36,11,9,7,2,9,6,5,4,,8,13,,,2,4,,,2,2,4,3,1,3,,3,1,,,,1,1,,,,,,1,,,,,,,1,,1,,1,,,1,,,,1,,,4,,,,1,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부산광역시,남구,총계,"8,787",212,"1,921","1,475",252,"1,712",259,32,206,346,60,35,123,55,40,84,838,202,70,93,111,142,110,18,22,39,26,17,11,18,6,1,10,15,14,3,3,6,2,,9,12,7,8,11,4,8,,,1,7,,3,,,6,3,2,5,4,16,1,13,,,1,3,,,7,4,2,3,1,3,,3,3,1,3,1,3,,,,2,1,1,1,1,,,,6,,1,1,1,,,,1,,,,,,,,1,1,1,1,,1,,,,1,1,,,1,,,,,,1,2,,,,,1,1,,1,,,,1,,,,,,,,,,,,,,1,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,
부산광역시,남구,남성,"4,601",104,956,636,186,"1,062",118,16,106,112,18,1,49,18,10,39,696,28,34,40,80,53,57,6,9,19,17,7,4,5,,,2,5,7,2,3,3,1,,3,8,3,3,6,2,7,,,,3,,3,,,4,,2,2,3,12,1,4,,,1,2,,,,1,,2,1,1,,1,,,1,,,,,,,1,,1,,,,,1,,1,,,,,,,,,,,,,,,,1,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
부산광역시,남구,여성,"4,186",108,965,839,66,650,141,16,100,234,42,34,74,37,30,45,142,174,36,53,31,89,53,12,13,20,9,10,7,13,6,1,8,10,7,1,,3,1,,6,4,4,5,5,2,1,,,1,4,,,,,2,3,,3,1,4,,9,,,,1,,,7,3,2,1,,2,,2,3,1,2,1,3,,,,2,,1,,1,,,,5,,,1,1,,,,1,,,,,,,,1,1,,1,,,,,,,,,,1,,,,,,1,2,,,,,1,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
부산광역시,동구,총계,"2,590",204,225,225,110,30,66,25,94,216,241,14,17,5,62,357,12,74,18,230,17,254,3,16,3,3,3,2,,3,11,,3,4,1,,,8,7,,2,,2,1,,,,,,,,,,,,,1,,,,,,2,,,1,1,,,,1,2,,,,,,,,,,,,,,3,,,,1,,,,,,,,,,,1,3,,,,,,,,,,,,,,1,,1,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
부산광역시,동구,남성,"1,232",99,73,84,66,11,28,19,88,212,21,2,6,4,26,172,8,26,8,95,16,132,1,7,,1,2,,,,3,,2,3,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,1,1,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부산광역시,동구,여성,"1,358",105,152,141,44,19,38,6,6,4,220,12,11,1,36,185,4,48,10,135,1,122,2,9,3,2,1,2,,3,8,,1,1,1,,,3,2,,2,,2,1,,,,,,,,,,,,,1,,,,,,1,,,,1,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
부산광역시,동래구,총계,"1,478",248,234,262,26,4,181,11,28,18,47,28,25,4,2,27,2,65,54,15,14,39,2,7,2,13,30,4,1,30,,1,9,,8,1,,2,3,,1,,1,,3,3,,,,2,3,,3,,,,2,,,,,,,1,,3,,,,,1,,1,,,1,,1,1,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
